Unnamed: 0,CPU,Single,Internal,Talk time,Model Image,SIM,WLAN,Price,Dimensions,128GB 6GB RAM,128GB 8GB RAM,Dual,Model Name,NFC,Infrared port,Quad,OS,128GB 4GB RAM,SAR EU,4G bands,USB,Video,5G bands,Size,Speed,Card slot,3G bands,2G bands,Positioning,Announced,Type,Type_1,Video_1,GPRS,256GB 8GB RAM,Build,Bluetooth,Radio,Chipset,Features,Sensors,Technology,Colors,Weight,Status,Music play,Models,Loudspeaker,Single_1,_1,Charging,Features_1,EDGE,GPU,_2,3.5mm jack,Resolution,Protection,Stand-by,Brand,Triple,URL,Image
,Quad-core 1.5 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a76-plus.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,134 x 66 x 9.3 mm (5.28 x 2.60 x 0.37 in),,,,Lava A76+,No,,,Android 6.0 (Marshmallow),,,"3, 5, 40",microUSB 2.0,Yes,,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, October. Released 2016, October",TFT,"Li-Ion 1850 mAh, non-removable",,,,,"4.0, A2DP",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA / LTE,"Black, White",135 g (4.76 oz),Discontinued,,,Yes,5 MP,,,LED flash,,,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Lava,,,
,Quad-core 1.3 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a97.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,145.5 x 72 x 9.2 mm (5.73 x 2.83 x 0.36 in),,,,Lava A97,No,,,Android 6.0 (Marshmallow),,,"3, 5, 40",microUSB 2.0,720p@30fps,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, September. Released 2016, September",TFT,"Li-Ion 2350 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA / LTE,"Black, Gold, Gray",160 g (5.64 oz),Discontinued,,A97,Yes,5 MP,,,LED flash,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Lava,,,
,Quad-core 1.3 GHz,8 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-x28.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,155 x 78 x 9 mm (6.10 x 3.07 x 0.35 in),,,,Lava X28,No,,,Android 6.0 (Marshmallow),,,"3, 5, 40",microUSB 2.0,1080p@30fps,,"5.5 inches, 83.4 cm2(~69.0% screen-to-body ratio)","HSPA, LTE",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, September. Released 2016, September",IPS LCD,Li-Po 2600 mAh battery,,,,,"4.0, A2DP",FM radio,,LED flash,"Accelerometer, proximity",GSM / HSPA / LTE,Black/Gold,-,Discontinued,,,Yes,5 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,Lava,,,
,Quad-core 1.3 GHz,8 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-p7p.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,143.5 x 71.8 x 8.9 mm (5.65 x 2.83 x 0.35 in),,,,Lava P7+,No,,,Android 6.0 (Marshmallow),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~66.9% screen-to-body ratio)",HSPA,microSDXC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, June. Released 2016, June",IPS LCD,"Li-Po 2500 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, panorama",Accelerometer,GSM / HSPA,"White/Gold, Gray",-,Discontinued,,,Yes,5 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Lava,,,
,Quad-core 1.2 GHz,2 MP,8GB 512MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a48.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,125.8 x 64 x 9.9 mm (4.95 x 2.52 x 0.39 in),,,,Lava A48,No,,,Android OS,,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.6% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2016, August. Released 2016, August","TFT, 256K colors",Li-Ion 1300 mAh battery,,,,,2.0,FM radio,,LED flash,Accelerometer,GSM / HSPA,"White, Champagne, Blue",116.4 g (4.09 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Lava,,,
,Quad-core 1.0 GHz,8 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-x38.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,-,,,,Lava X38,No,,,Android 6.0 (Marshmallow),,,"3, 5, 40",microUSB 2.0,1080p@30fps,,"5.0 inches, 68.9 cm2","HSPA, LTE",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, July. Released 2016, July",IPS LCD,"Li-Ion 4000 mAh, non-removable",,,,,"4.0, A2DP",FM radio,,LED flash,"Accelerometer, proximity",GSM / HSPA / LTE,Black,-,Discontinued,,X38,Yes,2 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Lava,,,
,1 GHz,2 MP,512MB 256MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a32.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,124.4 x 64.6 x 10.8 mm (4.90 x 2.54 x 0.43 in),,,,Lava A32,No,,,Android OS,,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.7% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, July. Released 2016, July","TFT, 256K colors","Li-Ion 1500 mAh, removable",,,,,2.1,FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",92 g (3.25 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Lava,,,
,Quad-core 1.2 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a68.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,134 x 66 x 9.6 mm (5.28 x 2.60 x 0.38 in),,,,Lava A68,No,,,Android 6.0 (Marshmallow),,,,microUSB 2.0,Yes,,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)",HSPA,microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, June. Released 2016, June",TFT,"Li-Ion 1750 mAh, removable",,,,,"2.1, EDR",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA,"Black, Gold, Silver",130 g (4.59 oz),Discontinued,,,Yes,"VGA, LED flash",,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Lava,,,
,Quad-core,"8 MP, AF",8GB 2GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-x501.jpg,"Dual SIM (Micro-SIM, dual stand-by)","Wi-Fi 802.11 b/g/n, hotspot",,155 x 71.8 x 8.9 mm (6.10 x 2.83 x 0.35 in),,,,Lava X50,No,,,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",,,"3, 40",microUSB 2.0,1080p@30fps,,"5.5 inches, 83.4 cm2(~74.9% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, July. Released 2016, July",IPS LCD,"Li-Po 2800 mAh, removable",,,,,"4.0, A2DP",FM radio,,LED flash,"Accelerometer, proximity",GSM / HSPA / LTE,Blue,-,Discontinued,,X50,Yes,5 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,Lava,,,
,Quad-core,"8 MP, AF",8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-x17.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,145 x 72 x 8.5 mm (5.71 x 2.83 x 0.33 in),,,,Lava X17,No,,,Android OS,,,"3, 40",microUSB 2.0,1080p@30fps,,"5.0 inches, 68.9 cm2(~66.0% screen-to-body ratio)","HSPA, LTE",microSD,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, July. Released 2016, July",IPS LCD,"Li-Ion 2350 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, panorama",Accelerometer,GSM / HSPA / LTE,"Gold, Black/Gold, White/Gold",-,Discontinued,,,Yes,5 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Lava,,,
,Quad-core 1.3 GHz Cortex-A53,"13 MP, f/2.0, AF",16GB 3GB RAM,Up to 10 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-x81.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,142.6 x 73.4 x 8.4 mm (5.61 x 2.89 x 0.33 in),,,,Lava X81,No,,,Android 6.0.1 (Marshmallow),,,"3, 40","microUSB 2.0, OTG",1080p@30fps,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDXC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,"GPS, GLONASS","2016, June. Released 2016, June",IPS LCD,"Li-Ion 2700 mAh, non-removable",,,,,"4.0, A2DP",FM radio,Mediatek MT6735 (28 nm),Dual-LED flash,"Accelerometer, proximity",GSM / HSPA / LTE,Space Grey/Gold,-,Discontinued,,,Yes,"5 MP, f/2.4",,,,,Mali-T720,,Yes,"720 x 1280 pixels, 16:9 ratio",,Up to 336 h (3G),Lava,,,
,Quad-core 1.3 GHz,8 MP,8GB 2GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-x46.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,143 x 71.5 x 8.5 mm (5.63 x 2.81 x 0.33 in),,,,Lava X46,No,,,"Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",,,"3, 5, 40",microUSB 2.0,1080p@30fps,,"5.0 inches, 68.9 cm2(~67.4% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, June. Released 2016, June",IPS LCD,Li-Po 2500 mAh battery,,,,,"4.0, A2DP",FM radio,,LED flash,Accelerometer,GSM / HSPA / LTE,Black,-,Discontinued,,,Yes,5 MP,,,,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Lava,,,
,Quad-core 1.5 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a89.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in),,,,Lava A89,No,,,Android 5.1 (Lollipop),,,"3, 5, 40",microUSB 2.0,720p@30fps,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, May. Released 2016, May",TFT,"Li-Ion 2000 mAh, non-removable",,,,,"4.0, A2DP",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA / LTE,"Black, White",157 g (5.54 oz),Discontinued,,,Yes,2 MP,,,LED flash,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Lava,,,
,Quad-core 1.2 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a82-.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,144 x 72.7 x 9 mm (5.67 x 2.86 x 0.35 in),,,,Lava A82,No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,720p@30fps,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)",HSPA,microSDHC (dedicated slot),HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, June. Released 2016, June",TN,"Li-Ion 2000 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA,"Black, White",-,Discontinued,,,Yes,2 MP,,,LED flash,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Lava,,,
,Quad-core 1.2 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a79.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,155 x 78.6 x 9.2 mm (6.10 x 3.09 x 0.36 in),,,,Lava A79,No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,720p@30fps,,"5.5 inches, 83.4 cm2(~68.4% screen-to-body ratio)",HSPA,microSDHC (dedicated slot),HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, May. Released 2016, May",TN,"Li-Ion 2200 mAh, non-removable",,,,,"4.0, A2DP",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA,"Black, White",134 g (4.73 oz),Discontinued,,,Yes,2 MP,,,LED flash,,,,Yes,"480 x 854 pixels, 16:9 ratio (~178 ppi density)",,,Lava,,,
,Quad-core 1.3 GHz,5 MP,4GB 512MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a59.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,134 x 66 x 9.3 mm (5.28 x 2.60 x 0.37 in),,,,Lava A59,No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,Yes,,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)",HSPA,microSDHC (dedicated slot),HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2016, May. Released 2016, May",TFT,"Li-Ion 1750 mAh, removable",,,,,"2.1, EDR",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA,"Black, White",155 g (5.47 oz),Discontinued,,,Yes,"VGA, LED flash",,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Lava,,,
,Quad-core 1.3 GHz,5 MP,4GB 512MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a67.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,145.5 x 72 x 9.2 mm (5.73 x 2.83 x 0.36 in),,,,Lava A67,No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)",HSPA,microSDHC (dedicated slot),HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, May. Released 2016, May",TFT,"Li-Ion 2000 mAh, removable",,,,,"2.1, EDR",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA,"White, Gold, Gray",152 g (5.36 oz),Discontinued,,,Yes,2 MP,,,LED flash,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Lava,,,
,,"8 MP, f/2.0, AF",8GB 2GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/xolo-v2s.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,141.6 x 70.8 x 8 mm (5.57 x 2.79 x 0.31 in),,,,Lava V2 s,No,,,Android 5.1.1 (Lollipop),,,"3, 40","microUSB 2.0, OTG",1080p@30fps,,"5.0 inches, 68.9 cm2(~68.7% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, April. Released 2016, April",IPS LCD,"Li-Po 2500 mAh, removable",,,,,"4.0, A2DP",FM radio,,"Dual-LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA / LTE,"White, Black",129 g (4.55 oz),Discontinued,,,Yes,8 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,,Lava,,,
,,"13 MP, f/2.0, AF",16GB 3GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/xolo-v2-3gb.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,141.6 x 70.8 x 7.6 mm (5.57 x 2.79 x 0.30 in),,,,Lava V2 3GB,No,,,Android 6.0 (Marshmallow),,,"3, 5, 40","microUSB 2.0, OTG",1080p@30fps,,"5.0 inches, 68.9 cm2(~68.7% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2016, March. Released 2016, March",IPS LCD,"Li-Po 2500 mAh, non-removable",,,,,"4.0, A2DP",FM radio,,"Dual-LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA / LTE,"White, Black",128 (4.55 oz),Discontinued,,V23GB,Yes,"8 MP, f/2.2",,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Asahi Dragontrail Glass,,Lava,,,
,Quad-core 1.5 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a76.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in),,,,Lava A76,No,,,Android 5.1 (Lollipop),,,"3, 5, 40",microUSB 2.0,Yes,,"4.5 inches, 55.8 cm2(~53.3% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",microSDHC (dedicated slot),HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, April. Released 2016, April",TN,"Li-Ion 1850 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA / LTE,"Black, White",135 g (4.76 oz),Discontinued,,,Yes,"VGA, LED flash",,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Lava,,,
,Quad-core 1.5 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a72.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in),,,,Lava A72,No,,,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",,,"3, 5, 40",microUSB 2.0,1080p@30fps,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)","HSPA, LTE",microSDHC (dedicated slot),HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, April. Released 2016, April",IPS LCD,"Li-Po 2500 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, panorama","Accelerometer, proximity",GSM / HSPA / LTE,Dark blue,142 g (5.01 oz),Discontinued,,,Yes,5 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass,,Lava,,,
,Quad-core 1.5 GHz,"8 MP, AF",8GB 2GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-x11.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in),,,,Lava X11,No,,,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",,,"3, 5, 40",microUSB 2.0,1080p@30fps,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)","HSPA, LTE",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, February. Released 2016, February",IPS LCD,"Li-Po 2500 mAh, non-removable",,,,,"4.0, A2DP",FM radio,,LED flash,Accelerometer,GSM / HSPA / LTE,White,141 g (4.97 oz),Discontinued,,,Yes,5 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass (unspecified version),,Lava,,,
,Quad-core 1.5 GHz,5 MP,4GB 512MB RAM,Up to 14 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-a88.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in),,,,Lava A88,No,,,Android 5.1 (Lollipop),,,"3, 5, 40",microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)",HSPA,microSDHC (dedicated slot),HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, February. Released 2016, February",TFT,"Li-Ion 2000 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, panorama, HDR",Accelerometer,GSM / HSPA / LTE,"Black, White",157 g (5.54 oz),Discontinued,,,Yes,2 MP,,,LED flash,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Up to 240 h (3G),Lava,,,
,Quad-core 1.3 GHz Cortex-A7,5 MP,8GB 512MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-fuel-f2.jpg,"Dual SIM (Micro-SIM, dual stand-by)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",About 60 EUR,142.5 x 72.5 x 10.5 mm (5.61 x 2.85 x 0.41 in),,,,Lava Iris Fuel F2,No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,720p@30fps,,"5.0 inches, 68.9 cm2(~66.7% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, March. Released 2016, March",LCD,"Li-Po 3000 mAh, non-removable",,,,,"2.1, A2DP",No,,LED flash,,GSM / HSPA,"Black, White",-,Discontinued,,,Yes,0.3 MP,,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Lava,,,
,Quad-core 1.5 GHz,5 MP,8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-a71.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in),,,,Lava A71,No,,,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",,,"3, 5, 40",microUSB 2.0,1080p@30fps,,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)",HSPA,microSDHC (dedicated slot),HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, February. Released 2016, February",IPS LCD,"Li-Po 2500 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, panorama","Accelerometer, proximity",GSM / HSPA / LTE,Dark blue,-,Discontinued,,,Yes,2 MP,,,LED flash,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass,,Lava,,,
,Quad-core 1.2 GHz,5 MP,8GB 1GB RAM,Up to 20 h,https://fdn2.gsmarena.com/vv/bigpic/lava-p7.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,143 x 72.5 x 9.3 mm (5.63 x 2.85 x 0.37 in),,,,Lava P7,No,,,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",,,,microUSB 2.0,720p,,"5.0 inches, 68.9 cm2(~66.4% screen-to-body ratio)",HSPA,microSDHC (dedicated slot),HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, January. Released 2016, January",TFT,"Li-Ion 2000 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, panorama","Accelerometer, proximity",GSM / HSPA,"Blue Black, Pearl white, Champagne Gold",153.1 g (5.40 oz),Discontinued,,,Yes,2 MP,,,LED flash,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Corning Gorilla Glass,Up to 260 h,Lava,,,
,Quad-core 1.3 GHz Cortex-A53,"13 MP, f/2.0, PDAF",16GB 3GB RAM,Up to 27 h 17 min (2G) / Up to 28 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-v5.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",About 150 EUR,151.9 x 76.7 x 8.3 mm (5.98 x 3.02 x 0.33 in),,,,Lava V5,No,,,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",,0.27 W/kg (head)     0.14 W/kg (body),"3, 40","microUSB 2.0, OTG",1080p@30fps,,"5.5 inches, 83.4 cm2(~71.6% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"GPS, GLONASS","2016, January. Released 2016, January",IPS LCD,"Li-Po 3000 mAh, removable",,,,,"4.0, A2DP",FM radio,Mediatek MT6735 (28 nm),"Dual-LED dual-tone flash, panorama","Accelerometer, proximity",GSM / HSPA / LTE,White,153.2 g (5.40 oz),Discontinued,,,Yes,8 MP,,,LED flash,,Mali-T720MP2,,Yes,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 3,Up to 260 h (3G),Lava,,,
,Quad-core 1.3 GHz,"8 MP, AF",8GB 2GB RAM,Up to 11 h 30 min,https://fdn2.gsmarena.com/vv/bigpic/lava-x3.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",About 100 EUR,144 x 72 x 8.5 mm (5.67 x 2.83 x 0.33 in),,,,Lava X3 (2016),No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,720p,,"5.0 inches, 68.9 cm2(~66.5% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2016, January. Released 2016, January",IPS LCD,"Li-Ion 2500 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, panorama","Accelerometer, proximity",GSM / HSPA,"White/Silver, Blue/Black, White/Gold",142 g (5.01 oz),Discontinued,,,Yes,5 MP,,,,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass,Up to 182 h,Lava,,,
,Quad-core 1.3 GHz,5 MP,8GB 512MB RAM,Up to 9 h 30 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-atom-3.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,144 x 72 x 9 mm (5.67 x 2.83 x 0.35 in),,,,Lava Iris Atom 3,No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~66.4% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, December. Released 2015, December","TFT, 256K colors","Li-Ion 2000 mAh, removable",,,,,"2.1, EDR",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA,"Black, White",150 g (5.29 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Up to 271 h (3G),Lava,,,
