,Positioning,Quad,Single_1,4G bands,Java,Talk time,Video,Charging,Video_1,_1,Dual,WLAN,Messaging,SAR EU,GPRS,Phonebook,3G bands,CPU,OS,USB,2G bands,Announced,Internal,Chipset,GPU,Status,3.5mm jack,Price,Music play,Features_1,Build,Games,NFC,EDGE,_3,_2,Model Name,SIM,Brand,Type,Technology,Size,Model Image,Weight,Call records,Keyboard,Infrared port,Colors,Resolution,Protection,Speed,Sensors,_4,Models,Radio,Bluetooth,SAR,Features,Browser,Dimensions,Card slot,Loudspeaker,Type_1,Single,Stand-by
No,No,,,,Yes,Up to 5 h (multimedia),Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS",,Class 12,1000 entries,,,,microUSB,GSM 900 / 1800 - SIM 1 & SIM 2,"2012, January",,,,Discontinued,Yes,About 70 EUR,,,,Downloadable,,Yes,,,Micromax X650,Dual SIM (Mini-SIM),Micromax,TFT,GSM,"3.2 inches, 29.1 cm2(~47.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x650.jpg,-,Yes,,,"White, Gray","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,,FM radio,"3.0, A2DP",,LED flash,,110.3 x 55.3 x 12.6 mm (4.34 x 2.18 x 0.50 in),microSDHC (dedicated slot),"Yes, with stereo speakers",Removable Li-Ion 1080 mAh battery,3.15 MP,
No,No,,,,Yes,Up to 3 h 10 min,Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS",,Yes,1000 entries,,,,microUSB,GSM 900 / 1800 - SIM 1 & SIM 2,"2012, January",,,,Discontinued,Yes,About 30 EUR,,,,Downloadable,,Yes,,,Micromax X490,Dual SIM (Mini-SIM),Micromax,TFT,GSM,"2.2 inches, 15.0 cm2(~31.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x490.jpg,-,Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,,FM radio,2.0,,,,98 x 48 x 14.3 mm (3.86 x 1.89 x 0.56 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 850 mAh battery,2 MP,Up to 300 h
No,No,,,,Yes,Up to 3 h,Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS",,Class 12,1000 entries,,,,microUSB,GSM 900 / 1800 - SIM 1 & SIM 2,"2012, January",,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,,Yes,,,Micromax X333,Dual SIM (Mini-SIM),Micromax,TFT,GSM,"2.8 inches, 24.3 cm2(~40.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x333.jpg,-,Yes,,,Black,"240 x 320 pixels, 4:3 ratio",,,,,,FM radio,2.0,,,,103.7 x 57.2 x 13.4 mm (4.08 x 2.25 x 0.53 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,VGA,Up to 200 h
No,No,,,,Yes,Up to 10 h,Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS",,Class 10,1000 entries,,,,microUSB,GSM 900 / 1800 - SIM 1 & SIM 2,"2012, January",,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,,Yes,,,Micromax X275,Dual SIM (Mini-SIM),Micromax,TFT,GSM,"2.4 inches, 17.8 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-x275.jpg,-,Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,"2.1, A2DP",,,,-,microSDHC (dedicated slot),Yes,Removable Li-Ion 2400 mAh battery,VGA,Up to 360 h
No,No,,,,Yes,Up to 9 h,Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS",,Class 12,1000 entries,,,,microUSB,GSM 900 / 1800 - SIM 1 & SIM 2,"2012, January",,,,Discontinued,Yes,About 20 EUR,,,,Downloadable,,Yes,,,Micromax X271,Dual SIM (Mini-SIM),Micromax,TFT,GSM,"2.4 inches, 17.8 cm2(~29.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x271.jpg,91 g (3.21 oz),Yes,,,"Green, Blue","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,1.2,,,,119.7 x 50.7 x 13.5 mm (4.71 x 2.00 x 0.53 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1500 mAh battery,VGA,Up to 500 h
Flashlight,No,,,,No,Up to 17 h,,,,No,,No,SMS,,No,Yes,,,,No,GSM 900 / 1800 - SIM 1 & SIM 2,"2011, Q4. Released 2011, December",,,,Discontinued,Yes,About 20 EUR,,,,Downloadable,,No,,Audio/video player,Micromax X11i,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM,"1.46 inches, 6.9 cm2(~12.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x11i.jpg,95 g (3.35 oz),Yes,,,Black,"128 x 128 pixels, 1:1 ratio (~124 ppi density)",,,,,,FM radio,No,,,,113.5 x 48 x 15.8 mm (4.47 x 1.89 x 0.62 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1800 mAh battery,,Up to 720 h
MP3/WAV/WMA/AAC playerMP4/H.263 playerOrganizerPhoto/video editorDocument editorVoice memo/dial/commandsPredictive text input,"GPS, A-GPS",,VGA,,,Up to 5 h,Yes,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA",,,,,HSDPA 2100,650 MHz Cortex-A9,Android 2.3 (Gingerbread),microUSB 2.0,GSM 900 / 1800 - SIM1 & SIM 2,"2011, December. Released 2011, December",,Mediatek MT6573 (65 nm),PowerVR SGX531,Discontinued,Yes,About 120 EUR,,,,,,,,,Micromax A75,Dual SIM (Mini-SIM),Micromax,TFT,GSM / HSPA,"3.75 inches, 41.9 cm2(~55.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a75.jpg,135.4 g (4.76 oz),,,,Black,"320 x 480 pixels, 3:2 ratio (~154 ppi density)",,HSPA 7.2/5.76 Mbps,"Accelerometer, proximity, compass",,,FM radio,"3.0, A2DP",,LED flash,,120 x 63.5 x 10.9 mm (4.72 x 2.5 x 0.43 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1300 mAh battery,3.15 MP,Up to 288 h
No,No,,,,Yes,Up to 6 h,Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS",,Class 10,1000 entries,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2011,,,,Discontinued,No,About 30 EUR,,,,Downloadable,,Class 10,,,Micromax X270,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM,"2.4 inches, 17.8 cm2(~30.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x270.jpg,-,Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,Yes,,,,116 x 50 x 15.7 mm (4.57 x 1.97 x 0.62 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1800 mAh battery,VGA,Up to 360 h
Flashlight,No,,,,Yes,,Yes,,,No,,No,"SMS, MMS",,Class 12,1000 entries,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2011,,,,Discontinued,No,About 30 EUR,,,,Downloadable,,Class 12,,Audio/video playerPhoto viewerOrganizer,Micromax X256,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM,"2.6 inches, 20.9 cm2(~33.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x256.jpg,,Yes,,,"Black, Gray","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,FM radio,"2.1, A2DP",,,,118.5 x 52.5 x 15.2 mm (4.67 x 2.07 x 0.60 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1200 mAh battery,VGA,
No,No,,,,Yes,Up to 5 h,Yes,,,Audio/video playerPhoto viewerOrganizer,,"Wi-Fi 802.11 b/g/n, hotspot","SMS, MMS",,Class 12,1000 entries,,,,Proprietary,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,2011,,,,Discontinued,Yes,About 50 EUR,,,,Downloadable,,Class 12,,,Micromax X78,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT resistive touchscreen, 65K colors",GSM,"2.8 inches, 24.3 cm2(~40.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x78.jpg,140 g (4.94 oz),Yes,QWERTY,,"Black, white","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,FM radio,"3.0, A2DP",,LED flash,,106 x 57 x 15 mm (4.17 x 2.24 x 0.59 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 950 mAh battery,3.2 MP,Up to 192 h
No,No,,,,Yes,,Yes,,,Audio/video playerPhoto viewerOrganizer,,No,"SMS, MMS",,Class 12,1000 entries,,,,Proprietary,GSM 900 / 1800 - SIM 1 & SIM 2,2011,,,,Discontinued,No,About 60 EUR,,,,Downloadable,,Class 12,,,Micromax X55 Blade,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM,", -",https://fdn2.gsmarena.com/vv/bigpic/micromax-x55-blade.jpg,-,Yes,,,Gray,"240 x 320 pixels, 4:3 ratio",,,,,,FM radio,Yes,,LED flash,,118.2 x 51.4 x 10.3 mm (4.65 x 2.02 x 0.41 in),microSDHC (dedicated slot),Yes,Removable Li-Ion battery,5 MP,
Flashlight,No,,,,Yes,Up to 4 h,Yes,,,No,,No,"SMS, MMS",,Yes,Yes,,,,No,GSM 900 / 1800 - SIM 1 & SIM 2,2011,,,,Discontinued,No,About 30 EUR,,,,Downloadable,,No,,"Audio/video playerPhoto viewerVoice memoCalendar, unit & currency convertor",Micromax X285,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM,"2.4 inches, 17.8 cm2(~31.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x285.jpg,86 g (3.03 oz),Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,Yes,,,,113.5 x 49.6 x 14.4 mm (4.47 x 1.95 x 0.57 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1100 mAh battery,1.3 MP,Up to 144 h
No,"GPS, A-GPS",,,,,Up to 4 h,Yes,,,Swarovski crystalsMP3/WAV/WMA/eAAC+ playerVideo playerOrganizerDocument viewerVoice memoPredictive text input,,"Wi-Fi 802.11 b/g, hotspot",,,,,HSDPA 2100,600 MHz ARM 11,Android 2.2 (Froyo),microUSB,GSM 850 / 900 / 1800 / 1900,2011,150MB 512MB,Qualcomm MSM7227-1 Snapdragon S1,Adreno 200,Discontinued,Yes,About 60 EUR,,,,,,,,,Micromax A55,Mini-SIM,Micromax,"TFT, 256K colors",GSM / HSPA,"2.8 inches, 24.3 cm2(~38.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a55.jpg,111.5 g (3.92 oz),,,,White,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,HSPA 7.2/0.384 Mbps,Accelerometer,,,"Stereo FM radio, RDS","2.1, A2DP",,,,107.2 x 58.7 x 13.5 mm (4.22 x 2.31 x 0.53 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,3.15 MP,Up to 150 h
No,No,,,,Yes,Up to 2 h 30 min,Yes,,,"Built-in VGA projectorMP3/WAV/WMA/eAAC+ playerVideo playerOrganizerDocument viewereBuddy, Snaptu, Facebook, Nimbuzz applications",,No,"SMS, MMS, IM",,Class 12,1000 entries,,,,microUSB,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,2011,80MB,,,Discontinued,No,About 70 EUR,,,,Downloadable,,Class 12,,,Micromax X40,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM,", -",https://fdn2.gsmarena.com/vv/bigpic/micromax-x40.jpg,148 g (5.22 oz),Yes,,,Brown,"240 x 320 pixels, 4:3 ratio",,,,,,FM radio,2.0,,,,117 x 51 x 17 mm (4.61 x 2.01 x 0.67 in),microSDHC (dedicated slot),"Yes, with stereo speakers",Removable Li-Ion 1000 mAh battery,2 MP,Up to 200 h
No,No,,,,No,Up to 4 h 30 min,Yes,,,"MP3/WAV/WMA/eAAC+ playerVideo playerOrganizereBuddy, Widgets",,No,"SMS, MMS, IM",,Class 10,1000 entries,,,,microUSB,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,2011,,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,,Class 10,,,Micromax X450,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM,"2.4 inches, 17.8 cm2(~29.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x450.jpg,90.8 g (3.17 oz),Yes,,,"Black, Yellow","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,Stereo FM Radio,"2.1, A2DP",,,,116.7 x 52 x 20.3 mm (4.59 x 2.05 x 0.80 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,2 MP,Up to 300 h
No,No,,,,No,Up to 6 h,No,,,MP3/WAV/WMA/eAAC+ playerOrganizer,,No,"SMS, MMS",,Yes,"1000 entries, Photocall",,,,microUSB,GSM 900 / 1800 - SIM 1 & SIM 2,2011,,,,Discontinued,No,About 30 EUR,,,,Downloadable,,No,,,Micromax X222,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 65K colors",GSM,", -",https://fdn2.gsmarena.com/vv/bigpic/micromax-x222.jpg,83 g (2.93 oz),Yes,,,"Brown, White","240 x 320 pixels, 4:3 ratio",,,,,,FM radio,2.0,,,,92 x 52 x 14 mm (3.62 x 2.05 x 0.55 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 900 mAh battery,VGA,Up to 157 h
MP3/WAV/AAC playerMP4/H.263 playerOrganizerPhoto/video editorDocument editorVoice memoPredictive text input,"GPS, A-GPS",,VGA,,,Up to 3 h 20 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,Yes,,,Dual-core 1.0 GHz Cortex-A9,Android 2.2 (Froyo),microUSB 2.0,GSM 850 / 900 / 1800 / 1900,"2011, Q3. Released 2011, October",8GB 512MB RAM,Nvidia Tegra 2 AP20H,ULP GeForce,Discontinued,Yes,About 270 EUR,,,,,,Yes,,,Micromax A85,Mini-SIM,Micromax,TFT,GSM,"3.8 inches, 41.1 cm2(~57.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a85-ofic.jpg,-,,,,Black,"480 x 800 pixels, 5:3 ratio (~246 ppi density)",,HSPA,"Accelerometer, proximity, compass",,,"Stereo FM radio, RDS",Yes,,,,118.7 x 60.1 x 13.8 mm (4.67 x 2.37 x 0.54 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1500 mAh battery,"5 MP, AF",Up to 250 h
GSM 900 / 1800 - SIM 2,No,,VGA,,Yes,Up to 5 h,Yes,,,Optical trackpad,,Wi-Fi 802.11 b/g/n,"SMS, MMS, Email, Push Email, IM",,,"Yes, Photocall",HSDPA 2100,,,Proprietary,GSM 900 / 1800 - SIM 1,"2011, June. Released 2011, July",68MB,,,Discontinued,Yes,About 80 EUR,,,,Downloadable,,,,SNS applicationsMP3/MP4/H.263 playerOrganizerPredictive text input,Micromax Q80,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM / HSPA,"2.4 inches, 17.8 cm2(~25.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-q80.jpg,118 g (4.16 oz),Yes,QWERTY,,Black,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,HSPA,,,,FM radio,Yes,,,,117 x 60 x 13 mm (4.61 x 2.36 x 0.51 in),microSDHC (dedicated slot),"Yes, with stereo speakers",Removable Li-Ion 1200 mAh battery,3.15 MP,Up to 130 h
MP3/WAV/AAC playerMP4/H.263 playerOrganizerPhoto/video editorDocument editorVoice memoPredictive text input,"GPS, A-GPS",,VGA,,,Up to 4 h,Yes,,,,,"Wi-Fi 802.11 b/g, hotspot",,,,,HSDPA 2100,600 MHz ARM 11,Android 2.2 (Froyo),microUSB 2.0,GSM 850 / 900 / 1800 / 1900,"2011, Q2. Released 2011, July",160MB 256MB RAM,,Adreno 200,Discontinued,Yes,About 100 EUR,,,,,,,,,Micromax A70,Mini-SIM,Micromax,"TFT, 256K colors",GSM / HSPA,"3.2 inches, 30.5 cm2(~47.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a70.jpg,85 g (3.00 oz),,,,Cocoa Brown,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,HSPA 7.2/0.384 Mbps,"Accelerometer, proximity, compass",,,FM radio,"2.1, A2DP",,,"WAP 2.0/xHTML, HTML",111 x 58 x 13.5 mm (4.37 x 2.28 x 0.53 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1450 mAh battery,"5 MP, AF",Up to 168 h
GSM 900 / 1800 - SIM 2,No,,,,Yes,Up to 4 h,Yes,,,No,,No,"SMS, MMS",,Class 12,"1000 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,2011. Released 2011,,,,Discontinued,No,About 30 EUR,,,,Downloadable,,No,,MP3 playerH.263 playerOrganizerPredictive text input,Micromax X410,Dual SIM (Mini-SIM),Micromax,TFT,GSM,"2.4 inches, 17.8 cm2(~30.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-X410.jpg,86 g (3.03 oz),Yes,,,Black,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),115 x 51 x 10.8 mm (4.53 x 2.01 x 0.43 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 850 mAh battery,2 MP,Up to 120 h
GSM 900 / 1800 / 1900 - SIM 2,No,,,,,Up to 4 h,Yes,,,No,,No,"SMS, MMS",,Class 10,"1000 entries, Photocall",,,,Proprietary,GSM 900 / 1800 / 1900 - SIM 1,2011. Released 2011,,,,Discontinued,No,About 30 EUR,,,,Downloadable,,Yes,,MP3 playerH.263 playerOrganizerPredictive text input,Micromax X395,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.4 inches, 17.8 cm2(~29.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-X395.jpg,-,Yes,,,Black/Colored back-panels,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),115 x 52 x 11.4 mm (4.53 x 2.05 x 0.45 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 800 mAh battery,1.3 MP,Up to 200 h
GSM 900 / 1800 - SIM 2,No,,,,Yes,Up to 6 h,Yes,,,Flashlight,,No,"SMS, MMS",,Yes,"1000 entries, Photocall",,,,,GSM 900 / 1800 - SIM 1,2011. Released 2011,,,,Discontinued,No,About 30 EUR,,,,Yes,,No,MP3 playerH.263 playerOrganizerPredictive text input,No,Micromax X266,Dual SIM (Mini-SIM),Micromax,"TFT, 65K colors",GSM,"2.2 inches, 15.2 cm2(~26.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-X266.jpg,95 g (3.35 oz),Yes,,,Red,176 x 220 pixels (~128 ppi density),,,,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),115 x 50.4 x 11.5 mm (4.53 x 1.98 x 0.45 in),microSDHC (dedicated slot),"Yes, with stereo speakers",Removable Li-Ion 1000 mAh battery,1.3 MP,Up to 120 h
GSM 900 / 1800 - SIM 2,No,,,,,Up to 6 h,Yes,,,Flashlight,,No,"SMS, MMS",,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,Yes,About 30 EUR,,,,Downloadable,,No,MP3 playerH.263 playerOrganizerPredictive text input,No,Micromax X265,Dual SIM (Mini-SIM),Micromax,"TFT, 65K colors",GSM,"2.2 inches, 15.2 cm2(~26.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-x265.jpg,95 g (3.35 oz),Yes,,,Black,176 x 220 pixels (~128 ppi density),,,,,,Stereo FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),113.7 x 50 x 14.7 mm (4.48 x 1.97 x 0.58 in),microSD (dedicated slot),"Yes, with stereo speakers",Removable Li-Ion 1200 mAh battery,Yes,Up to 312 h
GSM 900 / 1800 - SIM 2,No,,,,Yes,Up to 4 h,Yes,,,No,,No,"SMS, MMS",,Class 12,"1000 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,2011. Released 2011,2GB,,,Discontinued,Yes,About 30 EUR,,,,Downloadable,,Yes,,MP3 playerH.263 playerOrganizerPredictive text input,Micromax M2,Dual SIM (Mini-SIM),Micromax,"TFT, 65K colors",GSM,"2.0 inches, 12.4 cm2(~24.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-M2.jpg,79 g (2.79 oz),Yes,,,"Gray, Orange","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,,FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),113 x 44.8 x 10.8 mm (4.45 x 1.76 x 0.43 in),No,Yes,Removable Li-Ion 850 mAh battery,2 MP,Up to 184 h
GSM 900 / 1800 - SIM 2,No,,,,Yes,Up to 4 h,Yes,,,No,,No,"SMS, MMS, Email, IM",,Class 12,"1000 entries, Photocall",,,,2.0,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,No,About 40 EUR,,,,Downloadable,,Yes,"Snaptu, NimbuzzMP3 playerH.263 playerOrganizerPredictive text input",SRS audio,Micromax Q66,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.4 inches, 17.8 cm2(~35.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-Q66.jpg,118 g (4.16 oz),Yes,QWERTY,,Black,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,,,,FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),71 x 71 x 18 mm (2.80 x 2.80 x 0.71 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 850 mAh battery,2 MP,Up to 192 h
GSM 900 / 1800 - SIM 2,No,,,,Yes,Up to 4 h,Yes,,,No,,No,"SMS, MMS",,Class 12,"1000 entries, Photocall",,,,Proprietary,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,No,About 30 EUR,,,,Downloadable,,Yes,,MP3 playerH.263 playerOrganizerPredictive text input,Micromax X370,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.2 inches, 15.0 cm2(~28.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-X370.jpg,-,Yes,,,Purple,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,,FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),113 x 47 x 10.9 mm (4.45 x 1.85 x 0.43 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,2 MP,Up to 180 h
GSM 900 / 1800 - SIM 2,No,,,,No,Up to 5 h,Yes,,,Flashlight,,No,"SMS, MMS",,Yes,1000 entries,,,,Proprietary,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,Yes,About 20 EUR,,,,Downloadable,,Yes,MP3 playerH.263 playerOrganizerPredictive text input,No,Micromax X226+,Dual SIM (Mini-SIM),Micromax,TFT,GSM,"1.77 inches, 9.9 cm2(~18.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-X226-plus.jpg,95 g (3.35 oz),Yes,,,"Red, Green",128 x 160 pixels (~116 ppi density),,,,,,FM radio,No,,,,112.3 x 46.5 x 14.5 mm (4.42 x 1.83 x 0.57 in),microSD (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,1.3 MP,Up to 120 h
GSM 900 / 1800 - SIM 2,No,,,,Yes,Up to 3 h,Yes,,,No,,No,"SMS, MMS, Email, IM",,Class 12,"1000 entries, Photocall",,,,2.0,GSM 900 / 1800 - SIM 1,2010. Released 2010,,,,Discontinued,Yes,About 40 EUR,,,,Downloadable,,Yes,"Snaptu, NimbuzzMP3 playerH.263 playerOrganizerPredictive text input",SRS audio,Micromax Q50,Dual SIM (Mini-SIM),Micromax,"TFT, 256K colors",GSM,"2.2 inches, 15.0 cm2(~21.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-Q50.jpg,96 g (3.39 oz),Yes,QWERTY,,"Black, White","320 x 240 pixels, 4:3 ratio (~182 ppi density)",,,,,,"Stereo FM radio, recording",Yes,,,WAP 2.0/xHTML (Opera Mini),114 x 60 x 10.4 mm (4.49 x 2.36 x 0.41 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1000 mAh battery,2 MP,Up to 192 h
GSM 850 / 1800 / 1900 - SIM 1 & SIM 2 (American version),No,,,,Yes,Up to 8 h,Yes,,,Widgets3D Cube UI,,Wi-Fi 802.11 b/g,"SMS, MMS, Email, IM",,Class 12,"1000 entries, Photocall",,,,2.0,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,2010. Released 2010,,,,Discontinued,No,About 50 EUR,,,,Downloadable,,Yes,SnaptuMP3 playerH.263 playerOrganizerPredictive text input,No,Micromax X560,Dual SIM (Mini-SIM),Micromax,"TFT resistive touchscreen, 256K colors",GSM,"3.2 inches, 32.2 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-X560.jpg,-,Yes,,,Black,320 x 400 pixels (~160 ppi density),,,Accelerometer,,,FM radio,Yes,,,WAP 2.0/xHTML (Opera Mini),-,microSDHC (dedicated slot),Yes,Removable Li-Ion 1100 mAh battery,3.15 MP,Up to 168 h
No,"GPS, A-GPS",,,,,Up to 4 h,Yes,,,MP3/AAC+ playerMP4/H.263 playerOrganizerDocument viewerPredictive text input (Swype),,Wi-Fi 802.11 b/g,,,,,HSDPA 900 / 2100,600 MHz,Android 2.1 (Eclair),2.0,GSM 900 / 1800,2010. Released 2010,150MB,,,Discontinued,Yes,About 60 EUR,,,,,,,,,Micromax A60,Mini-SIM,Micromax,"TFT resistive touchscreen, 65K colors",GSM / HSPA,"2.8 inches, 24.3 cm2(~38.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-a60.jpg,105 g (3.70 oz),,,,Black,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,HSPA 7.2/5.76 Mbps,Accelerometer,,,Nо,"2.0, A2DP",,,HTML,106.8 x 59.2 x 14 mm (4.20 x 2.33 x 0.55 in),microSDHC (dedicated slot),Yes,Removable Li-Ion 1280 mAh battery,"3.15 MP, AF",Up to 240 h
