,Brand,SAR EU,3.5mm jack,_1,CPU,Weight,Phonebook,Price,NFC,Positioning,Speed,Resolution,Games,Talk time,Size,Status,GPU,Technology,Colors,WLAN,Stand-by,3G bands,Announced,Messaging,Model Name,GPRS,Video_1,Type_1,2G bands,SIM,Type,Chipset,Bluetooth,OS,USB,Single_1,SAR,Keyboard,Java,EDGE,Sensors,Video,Dimensions,Features,Single,Browser,_2,Internal,Music play,Call records,_3,Loudspeaker,Card slot,Model Image,Radio
Optical trackpad,Spice,0.62 W/kg (head),Yes,Touch sensitive controls,,120 g (4.23 oz),,About 100 EUR,,"GPS, A-GPS",HSPA 7.2/0.384 Mbps,"320 x 480 pixels, 3:2 ratio (~183 ppi density)",,Up to 2 h 30 min,"3.15 inches, 29.5 cm2(~42.5% screen-to-body ratio)",Discontinued,,GSM / HSPA,Dark red,"Wi-Fi 802.11 b/g, hotspot",Up to 200 h,HSDPA 2100,"2011, April. Released 2011, April",,Spice Mi-310,,,Removable Li-Ion 1200 mAh battery,GSM 900 / 1800,Mini-SIM,"TFT, 256K colors",,"2.1, A2DP",Android 2.2 (Froyo),microUSB,,,,,,"Accelerometer, proximity",Yes,116 x 60 x 12 mm (4.57 x 2.36 x 0.47 in),,2 MP,HTML,No,85MB,,,MP4/WMV/H.263 playerMP3/WAV/AAC+ playerOrganizerDocument viewerPhoto/video editorVoice memoPredictive text input,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-mi310.jpg,FM radio
GSM 900 / 1800 - SIM 2,Spice,,No,Flashlight,,85 g (3.00 oz),500 entries,About 20 EUR,,No,,128 x 160 pixels (~116 ppi density),Downloadable,Up to 5 h,"1.77 inches, 9.9 cm2(~19.3% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 800 h,,2010. Released 2010,SMS,Spice M-4250,No,,Removable Li-Ion 1200 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),TFT,,No,,No,,,,,No,,,110 x 46.5 x 15 mm (4.33 x 1.83 x 0.59 in),,,No,No,,,"20 dialed, 20 received, 20 missed calls",MP3/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input,Yes,microSD (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-4250.jpg,"FM radio, recording"
Flashlight,Spice,,Yes,No,,78 g (2.75 oz),1000 entries,About 30 EUR,,No,,176 x 220 pixels (~141 ppi density),Downloadable,Up to 4 h,"2.0 inches, 12.6 cm2(~23.9% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 350 h,,2010. Released 2010,"SMS, MMS",Spice M-5170,Yes,,Removable Li-Ion 1200 mAh battery,GSM 900 / 1800,Mini-SIM,"TFT, 65K colors",,"2.1, A2DP",,Proprietary,,,,No,No,,Yes,111 x 47.5 x 14.6 mm (4.37 x 1.87 x 0.57 in),,Yes,WAP 1.2,MP4/H.263 playerMP3/WAV/AAC playerAuto Power On/OffCurrency convertorVoice memoPredictive text input,,,"20 dialed, 20 received, 20 missed calls",,"Yes, with stereo speakers",microSD (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-5170.jpg,"FM radio, scheduled recording"
GSM 850 / 900 / 1800 / 1900 - SIM 2,Spice,,No,TrackpadFlashlight,,98.5 (3.46 oz),3000 entries,About 20 EUR,,No,,176 x 220 pixels (~128 ppi density),Downloadable,Up to 4 h 30 min,"2.2 inches, 15.2 cm2(~22.7% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 250 h,,2010. Released 2010,"SMS, MMS, IM",Spice QT-65,Yes,,Removable Li-Ion 1100 mAh battery,GSM 850 / 900 / 1800 / 1900 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,"2.1, A2DP",,Proprietary,,,QWERTY,Yes,No,Accelerometer,Yes,112 x 60 x 11.8 mm (4.41 x 2.36 x 0.46 in),,2 MP,WAP 2.0/xHTML,No,25MB,,"20 dialed, 20 received, 20 missed calls",MP4/H.264 playerMP3/AAC+ playerOrganizerCurrency convertorAuto Power On/OffPredictive text input,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt-65.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,Flashlight,,75 g (2.65 oz),1000 entries,About 30 EUR,,No,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Downloadable,Up to 5 h,"2.4 inches, 17.8 cm2(~30.1% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 800 h,,2010. Released 2010,"SMS, MMS",Spice M-5262,Yes,,Removable Li-Ion 1200 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT, 65K colors",,"2.0, A2DP",,Proprietary,,,,Yes,No,,Yes,115 x 51.5 x 15.2 mm (4.53 x 2.03 x 0.60 in),,Yes,Yes,No,,,"20 dialed, 20 received, 20 missed calls",MP4/H.263 playerMP3/AAC playerAuto Power On/OffCurrency convertorVoice memoPredictive text input,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-5262.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,TrackpadFlashlight,,80 g (2.82 oz),3000 entries,About 30 EUR,,No,,176 x 220 pixels (~141 ppi density),Downloadable,Up to 4 h,"2.0 inches, 12.6 cm2(~23.5% screen-to-body ratio)",Discontinued,,GSM,"Black, Crimson Red, Pearl White",No,Up to 270 h,,2010. Released 2010,"SMS, MMS",Spice QT-58,Yes,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,"2.0, A2DP",,Proprietary,,,QWERTY,Yes,No,,Yes,99 x 54 x 13 mm (3.90 x 2.13 x 0.51 in),,1.3 MP,WAP 2.0/xHTML,No,,,"20 dialed, 20 received, 20 missed calls",MP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input,"Yes, with stereo speakers",microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt58-new.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,TrackpadFlashlight,,95 g (3.35 oz),1000 entries,About 30 EUR,,No,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Downloadable,Up to 3 h 30 min,"2.4 inches, 17.8 cm2(~28.8% screen-to-body ratio)",Discontinued,,GSM,"Black, Red, Turquoise",No,Up to 300 h,,2010. Released 2010,"SMS, MMS",Spice QT-61,Yes,,Removable Li-Ion 1150 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,"2.0, A2DP",,Proprietary,,,QWERTY,Yes,No,,Yes,108.5 x 57 x 12.8 mm (4.27 x 2.24 x 0.50 in),,2 MP,WAP 2.0/xHTML,No,,,"20 dialed, 20 received, 20 missed calls",MP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt-61.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,No,,86 g (3.03 oz),1200 entries,About 30 EUR,,No,,176 x 220 pixels (~141 ppi density),Downloadable,Up to 4 h 30 min,"2.0 inches, 12.6 cm2(~23.7% screen-to-body ratio)",Discontinued,,GSM,Mettalic Silver,No,Up to 300 h,,2010. Released 2010,"SMS, MMS",Spice M-5454,Yes,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT, 65K colors",,1.2,,No,,,,Yes,No,,Yes,114 x 46.5 x 11.3 mm (4.49 x 1.83 x 0.44 in),,1.3 MP,Yes,MP4/H.263 playerMP3/AAC playerAuto Power On/OffCurrency/unit convertorVoice memoPredictive text input,1MB,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-5454.jpg,"FM radio, scheduled recording"
Flashlight,Spice,,Yes,No,,88 g (3.10 oz),1200 entries,About 30 EUR,,No,,176 x 220 pixels (~141 ppi density),Downloadable,Up to 4 h 30 min,"2.0 inches, 12.6 cm2(~24.3% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 300 h,,2010. Released 2010,"SMS, MMS",Spice M-5161n,Yes,,Removable Li-Ion 1200 mAh battery,GSM 900 / 1800,Mini-SIM,"TFT, 65K colors",,"1.2, A2DP",,,,,,No,No,,Yes,110 x 47 x 14.6 mm (4.33 x 1.85 x 0.57 in),,Yes,WAP 1.2,MP4/H.263 playerMP3/WAV/AAC playerAuto Power On/OffVoice memoPredictive text input,1MB,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-5161n.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 / 1900 - SIM 2,Spice,,No,Trackpad,,68 g (2.40 oz),3000 entries,About 70 EUR,,No,"Yes, 384 kbps",176 x 220 pixels (~141 ppi density),Downloadable,Up to 4 h (2G) / Up to 2 h 30 min (3G),"2.0 inches, 12.6 cm2(~19.2% screen-to-body ratio)",Discontinued,,GSM / UMTS,Black,No,Up to 400 h (2G) / Up to 150 h (3G),UMTS 2100,2010. Released 2010,"SMS, MMS, Email",Spice QT-95,,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 / 1900 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,"2.1, A2DP",,Proprietary,Yes,,QWERTY,Yes,,,Yes,111 x 59 x 11.7 mm (4.37 x 2.32 x 0.46 in),,3.15 MP,WAP 2.0/xHTML,"Facebook, Snaptu, Yahoo, Nimbuzz appsMP4/H.263 playerMP3/AAC+ playerOrganizerCurrency convertorAuto Power On/OffVoice memoPredictive text input",,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt-95.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,Stereoscopic display,,70 g (2.47 oz),"Practically unlimited entries, Photocall",About 40 EUR,,No,,"240 x 320 pixels, 4:3 ratio (~169 ppi density)",Downloadable,Up to 4 h 30 min,"2.36 inches, 17.2 cm2(~29.6% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 260 h,,2010. Released 2010,"SMS, MMS, Email",Spice M-67 3D,Class 12,,Removable Li-Ion 1100 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),TFT,,"2.1, A2DP",,Proprietary,,,,Yes,No,,Yes,115 x 50.7 x 12.6 mm (4.53 x 2.00 x 0.50 in),,2 MP,WAP 2.0/xHTML,No,,,Yes,MP3/AAC+ playerMP4/H.264 playerOrganizerAuto Power On/OffVoice memoPredictive text input,"Yes, with stereo speakers",microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-67-3d.jpg,"FM radio, recording"
GSM 900 / 1800 - SIM 2,Spice,,Yes,Trackpad,,68 g (2.40 oz),2000 entries,About 30 EUR,,No,,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",Downloadable,Up to 4 h,"2.4 inches, 17.8 cm2(~27.2% screen-to-body ratio)",Discontinued,,GSM,Black,Wi-Fi 802.11 b/g,Up to 150 h,,2010. Released 2010,"SMS, MMS, Email",Spice QT-68,Class 10,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,"2.1, A2DP",,Proprietary,,,QWERTY,Yes,Class 10,,Yes,111 x 59 x 11.7 mm (4.37 x 2.32 x 0.46 in),,3.15 MP,WAP 2.0/xHTML,No,,,"20 dialed, 20 received, 20 missed calls",MP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt-68.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,Flashlight,,89.5 g (3.14 oz),1000 entries,About 30 EUR,,No,,128 x 160 pixels (~114 ppi density),Downloadable,Up to 12 h,"1.8 inches, 10.2 cm2(~21.7% screen-to-body ratio)",Discontinued,,GSM,"Black, Black/Red",No,Up to 600 h,,"2010, September. Released 2010, September","SMS, MMS, IM",Spice M-4580n,Class 10,,Removable Li-Ion battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT, 65K colors",,No,,No,,,,No,No,,,105.3 x 44.6 x 16 mm (4.15 x 1.76 x 0.63 in),,,WAP 1.2,No,,,"20 dialed, 20 received, 20 missed calls","Facebook, Yahoo, NimbuzzCurrency CheckerOrganizerMP4/H.263 playerMP3/WAV/AAC+ playerAuto Power On/OffPredictive text input",Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-M-4580n.jpg,"FM radio, scheduled recording"
Trackball,Spice,,No,No,,114 g (4.02 oz),,About 140 EUR,,GPS,HSPA 7.2/0.384 Mbps,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Up to 4 h (2G) / Up to 3 h (3G),"3.2 inches, 30.5 cm2(~46.7% screen-to-body ratio)",Discontinued,,GSM / HSPA,Black,Wi-Fi 802.11 b/g,Up to 300 h (2G) / Up to 250 h (3G),HSDPA 900 / 1900 / 2100,"2010, August. Released 2010, August",,Spice Mi-300,,,Removable Li-Ion battery,GSM 850 / 900 / 1800 / 1900,Mini-SIM,"LCD, 256K colors",,"2.0, A2DP","Android 1.6 (Donut), upgradable to 2.1 (Eclair)",microUSB,,,,,,Accelerometer,Yes,114.9 x 56.8 x 12.6 mm (4.52 x 2.24 x 0.50 in),LED flash,5 MP,HTML,MP4/WMV/H.264 playerMP3/WAV/eAAC+ playerOrganizerDocument viewerPhoto/video editorVoice memoPredictive text input,,,,,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-mi300.jpg,No
GSM 900 / 1800 - SIM 2,Spice,,No,No,,88.4 g (3.10 oz),1000 entries,About 30 EUR,,No,,"180 x 240 pixels, 4:3 ratio (~136 ppi density)",Yes,Up to 5 h,"2.2 inches, 15.0 cm2(~27.5% screen-to-body ratio)",Discontinued,,GSM,"Orange, Green",No,Up to 250 h,,"2010, August. Released 2010, August","SMS, MMS, Email, IM",Spice M-6 Sports,Class 12,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,"2.0, A2DP",,Proprietary,,,,Yes,No,,Yes,112.9 x 48.2 x 13.2 mm (4.44 x 1.90 x 0.52 in),,1.3 MP,WAP 2.0/xHTML,"Yahoo, Twitter, Facebook, SnaptuOrganizerCurrency/Unit ConvertorMP4/H.263 playerMP3/WAV/AAC+ playerAuto Power On/OffPredictive text input",1MB,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m6-sports.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 / 1900 - SIM 2,Spice,,No,No,,92 g (3.25 oz),1000 entries,About 30 EUR,,No,,176 x 220 pixels (~141 ppi density),Yes,Up to 8 h,"2.0 inches, 12.6 cm2(~24.4% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 400 h,,"2010, August. Released 2010, August","SMS, MMS, IM",Spice M-6363,Class 12,,Removable Li-Ion 1500 mAh battery,GSM 900 / 1800 / 1900 - SIM 1,Dual SIM (Mini-SIM),"TFT, 65K colors",,"1.2, A2DP",,Proprietary,,,,Yes,No,,Yes,107 x 48.2 x 15.5 mm (4.21 x 1.90 x 0.61 in),,2 MP,WAP 2.0/xHTML,"Facebook, Yahoo, Nimbuzz, Twitter, PicassaOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input",,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m6363.jpg,"FM radio, scheduled recording"
CDMA 800 / 1900,Spice,,No,Flashlight,,95 g (3.35 oz),1000 entries,About 60 EUR,,No,,176 x 220 pixels (~141 ppi density),Yes,Up to 3 h,"2.0 inches, 12.6 cm2(~18.1% screen-to-body ratio)",Discontinued,,GSM / CDMA,Black,No,Up to 220 h,,"2010, August. Released 2010, August","SMS, MMS, IM",Spice QT-56,Class 10,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800,Mini-SIM,"TFT,  256K colors",,2.0,,Proprietary,,,QWERTY,No,No,,Yes,113.4 x 61.3 x 14.1 mm (4.46 x 2.41 x 0.56 in),,VGA,WAP 2.0/xHTML,No,,,"20 dialed, 20 received, 20 missed calls","Facebook, Yahoo, Nimbuzz, Twitter, PicassaOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input",Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt-56.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 / 1900 - SIM 2,Spice,,No,MP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input,,91.8 g (3.21 oz),1000 entries,About 150 EUR,,No,HSPA 3.6/0.384 Mbps,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Yes,Up to 4 h (2G) / Up to 3 h (3G),"2.4 inches, 17.8 cm2(~30.5% screen-to-body ratio)",Discontinued,,GSM / HSPA,Black,No,Up to 200 h (2G) / Up to 150 h (3G),HSDPA 2100 - SIM 1,"2010, September. Released 2010, September","SMS, MMS, IM",Spice G-6565,,,Removable Li-Ion 900 mAh battery,GSM 900 / 1800 / 1900 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,"2.1, A2DP",,Proprietary,Yes,,,Yes,,,Yes,115.6 x 50.6 x 11.5 mm (4.55 x 1.99 x 0.45 in),,3.15 MP,WAP 2.0/xHTML,,16MB,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-g-6565.jpg,No
GSM 900 / 1800 - SIM 2,Spice,,No,Flashlight,,90 g (3.17 oz),2000 entries,About 30 EUR,,No,,176 x 220 pixels (~141 ppi density),Yes,Up to 4 h,"2.0 inches, 12.6 cm2(~18.6% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 300 h,,"2010, July. Released 2010, July","SMS, MMS, IM",Spice QT-52,Class 10,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 - SIM 1,Mini-SIM,"TFT,  256K colors",,2.0,,Proprietary,,,QWERTY,No,No,,Yes,111.8 x 60.4 x 13.9 mm (4.40 x 2.38 x 0.55 in),,VGA,WAP 2.0/xHTML,No,3MB,,"20 dialed, 20 received, 20 missed calls","Facebook, Yahoo, Nimbuzz, Twitter, PicassaOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input",Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt-52.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,TrackballFlashlight,,-,1000 entries,About 50 EUR,,No,,176 x 220 pixels (~141 ppi density),Yes,Up to 4 h,"2.0 inches, 12.6 cm2(~18.9% screen-to-body ratio)",Discontinued,,GSM,Black/Yellow,No,Up to 300 h,,"2010, June. Released 2010, June","SMS, MMS, IM",Spice QT-60,Class 10,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,"2.1, A2DP",,Proprietary,,,QWERTY,Yes,No,,Yes,111 x 60 x 13.8 mm (4.37 x 2.36 x 0.54 in),,2 MP,WAP 2.0/xHTML,No,3MB,,"20 dialed, 20 received, 20 missed calls",MP4/H.264 playerMP3/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt-60.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,No,,-,1200 entries,About 30 EUR,,No,,176 x 220 pixels (~141 ppi density),Yes,Up to 4 h 30 min,"2.0 inches, 12.6 cm2",Discontinued,,GSM,Black,No,Up to 300 h,,"2010, July. Released 2010, July","SMS, MMS, IM",Spice M-5161,Class 10,,Removable Li-Ion 1200 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT, 65K colors",,1.2,,Proprietary,,,,No,No,,Yes,-,,VGA,WAP 1.2,MP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input,1MB,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-5161.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,Flashlight,,72.5 g (2.54 oz),1000 entries,About 20 EUR,,No,,128 x 160 pixels (~114 ppi density),Downloadable,Up to 4 h,"1.8 inches, 10.2 cm2(~21.8% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 250 h,,"2010, June. Released 2010, June","SMS, MMS",Spice M-5055,Yes,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT, 65K colors",,No,,No,,,,No,No,,Yes,104.1 x 44.9 x 15.9 mm (4.10 x 1.77 x 0.63 in),,Yes,WAP 1.2,No,4MB,,"20 dialed, 20 received, 20 missed calls",MP4/H.263 playerMP3/AAC playerOrganizerAuto Power On/OffPredictive text input,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-5055.jpg,"FM radio, scheduled recording"
No,Spice,,No,SNS integrationMP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input,,-,1000 entries,About 70 EUR,,No,,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",Downloadable,Up to 3 h 30 min,"3.2 inches, 29.1 cm2(~51.9% screen-to-body ratio)",Discontinued,,GSM,White,No,Up to 220 h,,"2010, June. Released 2010, June","SMS, MMS, IM",Spice S-7000,Class 10,,Removable Li-Ion 880 mAh battery,GSM 900 / 1800,Mini-SIM,"TFT resistive touchscreen, 256K colors",,2.0,,Proprietary,,,,Yes,Yes,,Yes,108 x 52 x 11.8 mm (4.25 x 2.05 x 0.46 in),,3.15 MP,"WAP 2.0/xHTML, HTML",,16MB,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-s7000.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,Flashlight,,90 g (3.17 oz),800 entries,About 20 EUR,,No,,176 x 220 pixels (~141 ppi density),Yes,Up to 4 h,"2.0 inches, 12.6 cm2(~19.7% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 300 h,,"2010, May. Released 2010, May","SMS, MMS, IM",Spice QT-50,Class 10,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT,  256K colors",,No,,No,,,QWERTY,No,No,,No,110 x 58 x 13 mm (4.33 x 2.28 x 0.51 in),,Yes,WAP 2.0/xHTML,No,1MB,,"20 dialed, 20 received, 20 missed calls",MP4/H.263 playerMP3/WAV/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input,Yes,microSD (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-qt-50.jpg,"FM radio, scheduled recording"
No,Spice,,No,TV OutMP4/H.263 playerMP3/AAC playerOrganizerCurrency convertorAuto Power On/OffPredictive text input,,130 g (4.59 oz),1500 entries,About 180 EUR,,No,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Downloadable,Up to 3 h,"2.4 inches, 17.8 cm2(~30.1% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 150 h,,2010. Released 2010,"SMS, MMS",Spice S-1200,Class 12,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 / 1900,Mini-SIM,"TFT, 256K colors",,"1.2, A2DP",,Proprietary,,,,"Yes, MIDP 2.0",Class 12,,480p@24fps,114 x 52 x 16 mm (4.49 x 2.05 x 0.63 in),Xenon flash,"12 MP, AF, 3x optical zoom",WAP 2.0/xHTML,,70MB,,"20 dialed, 20 received, 20 missed calls",,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-s-1200.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,Flashlight,,130 g (4.59 oz),1000 entries,About 60 EUR,,No,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Downloadable,Up to 6 h,"2.4 inches, 17.8 cm2(~31.0% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 300 h,,2010. Released 2010,"SMS, MMS",Spice M-6262,Class 12,,Removable Li-Ion battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT, 256K colors",,"1.2, A2DP",,Proprietary,,,,No,No,,Yes,113 x 51 x 14 mm (4.45 x 2.01 x 0.55 in),,1.3 MP,WAP 2.0/xHTML,No,1MB,,"20 dialed, 20 received, 20 missed calls",MP4/H.263 playerMP3/AAC playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input,Yes,microSDHC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-6262.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 - SIM 2,Spice,,No,Flashlight,,92.6 (3.25 oz),500 entries,About 20 EUR,,No,,128 x 160 pixels (~114 ppi density),Downloadable,Up to 5 h,"1.8 inches, 10.2 cm2(~19.6% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 400 h,,2010. Released 2010,SMS,Spice M-4242,No,,Removable Li-Ion 1200 mAh battery,GSM 900 / 1800 - SIM 1,Dual SIM (Mini-SIM),"TFT, 65K colors",,No,,No,,,,No,No,,,110.8 x 47 x 16 mm (4.36 x 1.85 x 0.63 in),,,No,No,,,"20 dialed, 20 received, 20 missed calls",Currency/Unit ConvertorAuto Power On/OffPredictive text input,Yes,microSD (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-4242.jpg,"FM radio, scheduled recording"
GSM 900 / 1800 / 1900 - SIM 2,Spice,,No,Flashlight,,96 g (3.39 oz),"1000 entries, Photocall",About 60 EUR,,No,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Downloadable,Up to 5 h,"2.4 inches, 17.8 cm2(~31.0% screen-to-body ratio)",Discontinued,,GSM,Black,No,Up to 350 h,,2010. Released 2010,"SMS, MMS, Email",Spice M-940n,Class 12,,Removable Li-Ion 1000 mAh battery,GSM 900 / 1800 / 1900 - SIM 1,Dual SIM (Mini-SIM),"TFT, 65K colors",,"2.0, A2DP",,Proprietary,,,,"Yes, MIDP 2.0",No,,Yes,115 x 50 x 13 mm (4.53 x 1.97 x 0.51 in),,2 MP,WAP 2.0/xHTML,No,8MB,,Yes,MP3/WAV/AAC+ playerMP4/H.263 playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input,"Yes, with stereo speakers",microSD (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/spice-m-940n.jpg,"FM radio, scheduled recording"
