Unnamed: 0,Loudspeaker,Protection,Status,Loudspeaker_1,Size,Model Image,Dual,Triple,Features,Type_1,_4,64GB 4GB RAM,1TB 24GB RAM,Card slot,Battery (old),Speed,Chipset,Internal,Camera,128GB 6GB RAM,3.5mm jack,Dual_1,Announced,Performance,SAR,Charging,Type,_2,Battery (new),Positioning,Display,Colors,512GB 16GB RAM,512GB 12GB RAM,256GB 12GB RAM,Video_1,Price,256GB 4GB RAM,4G bands,USB,Radio,512GB 8GB RAM,Sensors,256GB 8GB RAM,Quad,WLAN,NFC,Video,Dimensions,EDGE,3G bands,Build,_6,Models,Triple_1,GPU,5G bands,Infrared port,Bluetooth,GPRS,OS,Audio quality,_1,1TB 16GB RAM,Weight,Brand,SAR EU,_5,Features_1,2G bands,CPU,Stand-by,Single_1,Technology,Model Name,SIM,128GB 8GB RAM,Single,Talk time,Resolution,_3,128GB 4GB RAM,URL,Image
eMMC 5.1,Yes,,"Available. Released 2019, April",,"6.09 inches, 91.0 cm2(~79.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-8a-pro.jpg,,,"LED flash, HDR, panorama","Li-Po 3020 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mediatek MT6765 Helio P35 (12 nm),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM",,,Yes,,"2019, April",,,,IPS LCD,,,"GPS, GLONASS, BDS",,"Black, Blue, Red, Gold",,,,1080p@30fps,About 200 EUR,,"1, 3, 5, 7, 8, 20, 38, 40, 41",microUSB 2.0,FM radio,,"Fingerprint (rear-mounted), accelerometer, proximity",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",No,1080p@30fps,156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),,HSDPA 850 / 900 / 1900 / 2100,,,"JAT-L41, JAT-LX1, JAT-LX3",,PowerVR GE8320,,,"4.2, A2DP, LE",,"Android 9.0 (Pie), EMUI 9",,,,150 g (5.29 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,"8 MP, f/2.0",GSM / HSPA / LTE,Honor 8A Pro,Nano-SIM + Nano-SIM,,"13 MP, f/1.8, PDAF",,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",,,,
,"Yes, with stereo speakers",Scratch-resistant glass,"Available. Released 2019, March",,"8.0 inches, 185.6 cm2(~74.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-tab-5.jpg,,,HDR,"Li-Po 5100 mAh, non-removable",,,,microSDXC,,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps - cellular model only",Kirin 710 (12 nm),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",,,Yes,,"2019, March",,,10W wired,IPS LCD,,,"GPS, GLONASS, BDS - cellular model only",,"Silver, Blue",,,,,About 200 EUR,,"1, 3, 5, 7, 8, 20",microUSB 2.0,No,,Accelerometer,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",No,1080p@30fps,204.2 x 122.2 x 8.2 mm (8.04 x 4.81 x 0.32 in),,HSDPA 850 / 900 / 1900 / 2100,,,"JDN2-W09HN, JDN2-W09",,Mali-G51 MP4,,,"4.2, A2DP, LE",,"Android 9.0 (Pie), Magic 2",,,,310 g (10.93 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),,"8 MP, f/2.0",GSM / HSPA / LTE,Honor Tab 5,Nano-SIM + Nano-SIM (cellular model only),,"8 MP, f/2.0, AF",,"1920 x 1200 pixels, 16:10 ratio (~283 ppi density)",,,,
UFS 2.1,Yes,Yes,"Available. Released 2018, December",Voice 68dB / Noise 74dB / Ring 82dB,"6.4 inches, 101.4 cm2(~85.7% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-view-20-ofic.jpg,,,"Panorama, HDR, LED flash","Li-Po 4000 mAh, non-removable",,,,No,Endurance rating 96h,"HSPA, LTE",Kirin 980 (7 nm),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Photo/Video,,Yes,,"2018, December",AnTuTu: 275413 (v7)GeekBench: 9530 (v4.4)GFXBench: 28fps (ES 3.1 onscreen),,"22.5W wired, 55% in 30 min (International)18W wired (India)",IPS LCD,,,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS","Contrast ratio: Infinite (1313), 3.597 (sunlight)","Saphire Blue, Phantom Blue, Phantom Red, Midnight Black",,,,1080p@30fps,About 330 EUR,,"1, 2, 3, 4, 5, 6, 7, 8, 19, 20, 28, 38, 40, 41","USB Type-C 3.1, OTG",No,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)",156.9 x 75.4 x 8.1 mm (6.18 x 2.97 x 0.32 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"Glass front, glass back, aluminum frame",,"PCT-AL10, PCT-TL10, PCT-L29",,Mali-G76 MP10,,Yes,"5.0, A2DP, aptX HD, LE",,"Android 9.0 (Pie), upgradable to Android 10, Magic UI 4.0",Noise -93.1dB / Crosstalk -64.5dB,,,180 g (6.35 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),,"25 MP, f/2.0, 27mm",GSM / HSPA / LTE,Honor View 20,Nano-SIM + Nano-SIM,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAFTOF 3D, (depth)",,1080 x 2310 pixels (~398 ppi density),,,,
CDMA 800 & TD-SCDMA,Yes,,"Available. Released 2019, March",,"6.39 inches, 100.2 cm2(~84.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-magic-2-3d.jpg,"Manual pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µmManual pop-up TOF 3D, (depth/biometrics sensor)Manual pop-up 2 MP, f/2.4, depth sensor","16 MP, f/1.8, PDAF16 MP, f/2.224 MP B/W, f/1.8","LED flash, panorama, HDR","Li-Po 3500 mAh, non-removable",,,,No,,"HSPA 42.2/5.76 Mbps, LTE Cat21 1400/200 Mbps",Kirin 980 (7 nm),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,,No,,"2019, March",,,"40W wired, 50% in 15 min, 85% in 30 min",AMOLED,UFS 2.1,,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS",,"Gradient Black, Gradient Red, Gradient Blue",,,,1080p@30fps,About 600 EUR,,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 19, 34, 38, 39, 40, 41","USB Type-C 2.0, OTG",No,,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30fps, 720p@480fps",157.3 x 75.1 x 8.3 mm (6.19 x 2.96 x 0.33 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,,,,Mali-G76 MP10,,,"5.0, A2DP, aptX HD, LE",,"Android 9.0 (Pie), EMUI 9 or Magic UI 2",,Graphene-based heatpipe,,206 g (7.27 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),,,GSM / CDMA / HSPA / LTE,Honor Magic 2 3D,Nano-SIM + Nano-SIM,,,,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,,,
CDMA 800 & TD-SCDMA,Yes,,"Available. Released 2018, November",Voice 72dB / Noise 73dB / Ring 85dB,"6.39 inches, 100.2 cm2(~84.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/honor-magic-2-.jpg,,"16 MP, f/1.8, PDAF16 MP, f/2.224 MP B/W, f/1.8","LED flash, panorama, HDR","Li-Po 3500 mAh, non-removable",,,,No,Endurance rating 89h,"HSPA 42.2/5.76 Mbps, LTE Cat21 1400/200 Mbps",Kirin 980 (7 nm),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Photo/Video,,No,,"2018, October","AnTuTu: 274466 (v7), 391467 (v8)GeekBench: 9887 (v4.4)GFXBench: 26fps (ES 3.1 onscreen)",,"40W wired, 50% in 15 min, 85% in 30 min",AMOLED,,,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS","Contrast ratio: Infinite (nominal), 4.010 (sunlight)","Gradient Black, Gradient Red, Gradient Blue",,,,1080p@30fps,About 550 EUR,,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 19, 34, 38, 39, 40, 41","USB Type-C 2.0, OTG",No,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30fps, 720p@480fps",157.3 x 75.1 x 8.3 mm (6.19 x 2.96 x 0.33 in),,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"Glass front, glass back, aluminum frame",,TNY-AL00,"Manual pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µmManual pop-up 2 MP, f/2.4, depth sensorManual pop-up 2 MP, f/2.4, depth sensor",Mali-G76 MP10,,,"5.0, A2DP, aptX HD, LE",,"Android 9.0 (Pie), EMUI 9 or Magic UI 2",Noise -93.4dB / Crosstalk -61.3dB,UFS 2.1,,206 g (7.27 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),,,GSM / CDMA / HSPA / LTE,Honor Magic 2,Nano-SIM + Nano-SIM,,,,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,,,
eMMC 5.1,Yes,,"Available. Released 2019, January",,"6.09 inches, 91.0 cm2(~79.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-8a.jpg,,,"LED flash, HDR, panorama","Li-Po 3020 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mediatek MT6765 Helio P35 (12 nm),"32GB 3GB RAM, 64GB 3GB RAM",,,Yes,,"2019, January",,,,IPS LCD,,,"GPS, GLONASS, BDS",,"Black, Blue, Gold, Red",,,,1080p@30fps,About 100 EUR,,"1, 3, 5, 7, 8, 20, 40",microUSB 2.0,FM radio,,"Accelerometer, proximity",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),,HSDPA 850 / 900 / 2100,"Glass front, plastic back, plastic frame",,"JAT-L09, JAT-L29, JAT-AL00, JAT-TL00",,PowerVR GE8320,,,"4.2, A2DP, LE",,"Android 9.0 (Pie), EMUI 9",,,,150 g (5.29 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,"8 MP, f/2.0",GSM / HSPA / LTE,Honor Play 8A,Nano-SIM + Nano-SIM,,"13 MP, f/1.8, PDAF",,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",,,,
eMMC 5.1,Yes,,"Available. Released 2018, November",Voice 70dB / Noise 73dB / Ring 87dB,"6.21 inches, 94.7 cm2(~83.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-10-lite.jpg,"13 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR, panorama","Li-Po 3400 mAh, non-removable",,,,microSDXC (uses shared SIM slot),Endurance rating 89h,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Kirin 710 (12 nm),"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 3GB RAM, 128GB 6GB RAM",Photo/Video,,Yes,,"2018, November",,,10W wired,IPS LCD,,,"GPS, GLONASS, BDS","Contrast ratio: 1282 (nominal), 2.497 (sunlight)","Midnight Black, Sky Blue, Sapphire Blue, White, Red",,,,1080p@30fps,About 180 EUR,,"1, 3, 5, 7, 8, 20","microUSB 2.0, OTG",FM radio,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct - GlobalWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct - China",Yes (market dependent),1080p@30/60fps,154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front, plastic back, plastic frame",,"HRY-LX1, HRY-LX1MEB, HRY-LX2, HRY-AL00a, HRY-AL00, HRY-TL00",,Mali-G51 MP4,,,"4.2, A2DP, LE",,"Android 9.0 (Pie), EMUI 9.1",Noise -90.2dB / Crosstalk -82.7dB,,,162 g (5.71 oz),Honor,,,HDR,GSM 900 / 1800 / 1900,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),,,GSM / HSPA / LTE,Honor 10 Lite,Nano-SIMNano-SIM + Nano-SIM,,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,"1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",,,,
CDMA 800 & TD-SCDMA,Yes,,"Available. Released 2018, October",,"6.26 inches, 97.8 cm2(~81.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8c.jpg,"13 MP, f/1.8, PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR, panorama","Li-Po 4000 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Qualcomm SDM632 Snapdragon 632 (14 nm),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM",,,Yes,,"2018, October",,,10W wired,IPS LCD,eMMC 5.1,,"GPS, GLONASS, BDS",,"Magic Night Black, Platinum Light Gold, Aurora Blue, Nebula Purple",,,,1080p@30fps,About 170 EUR,,"1, 3, 5, 8, 38, 39, 40, 41","microUSB 2.0, OTG",No,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,158.7 x 75.9 x 8 mm (6.25 x 2.99 x 0.31 in),,HSDPA 850 / 900 / 2100,"Glass front, plastic back, aluminum frame",,"BKK-LX2, BKK-LX1, BKK-L21, BKK-AL00, BKK-TL00, BKK-AL10",,Adreno 506,,,"4.2, A2DP, LE, aptX",,"Android 8.1 (Oreo), EMUI 8.2",,"IP5X (dust), IPX4 (water) resistance",,167.2 g (5.89 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),,,GSM / CDMA / HSPA / LTE,Honor 8C,Nano-SIM + Nano-SIM,,"8 MP, f/2.0",,"720 x 1520 pixels, 19:9 ratio (~269 ppi density)",,,,
CDMA 800 & TD-SCDMA,Yes,Corning Gorilla Glass 3,"Available. Released 2018, September",Voice 67dB / Noise 72dB / Ring 81dB,"6.5 inches, 103.2 cm2(~84.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8x.jpg,"20 MP, f/1.8, 27 mm (wide), PDAF2 MP, (depth)",,"LED flash, panorama, HDR","Li-Po 3750 mAh, non-removable",,,,microSDXC (dedicated slot),Endurance rating 96h,"HSPA, LTE",Kirin 710 (12 nm),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Photo/Video,,Yes,,"2018, September",AnTuTu: 137276 (v7)GeekBench: 5651 (v4.4)GFXBench: 6.7fps (ES 3.1 onscreen),,10W wired,IPS LCD,,,"GPS, GLONASS, BDS","Contrast ratio: 1234:1 (nominal), 3.113 (sunlight)","Black, Blue, Red, Pink",,,,1080p@30fps,About 220 EUR,,"1, 3, 5, 8, 38, 39, 40, 41","microUSB 2.0, OTG",FM radio,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct",Yes (JSN-L21 only),"1080p@30/60fps, 480fps, stereo sound rec.",160.4 x 76.6 x 7.8 mm (6.31 x 3.02 x 0.31 in),,HSDPA 850 / 900 / 2100,"Glass front (Gorilla Glass 3), glass back, aluminum frame",,"JSN-L22, JSN-L42, JSN-L11, JSN-L21, JSN-L21, JSN-L23, JSN-AL00, JSN-TL00, JSN-AL00a",,Mali-G51 MP4,,,"4.2, A2DP, LE, aptX",,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.0",Noise -92.3dB / Crosstalk -80.7dB,eMMC 5.1,,175 g (6.17 oz),Honor,0.72 W/kg (head),,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),,,GSM / CDMA / HSPA / LTE,Honor 8X,Nano-SIM + Nano-SIM,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,"1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)",,,,
CDMA 800 & TD-SCDMA,"Yes, with stereo speakers",,"Available. Released 2018, September",,"7.12 inches, 127.8 cm2(~83.4% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8x-max.jpg,"16 MP, f/2.0, PDAF2 MP, f/2.4, (depth)",,"LED flash, panorama, HDR","Li-Po 5000 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Qualcomm SDM660 Snapdragon 660 (14 nm),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,,Yes,,"2018, September",,,18W wired5W reverse wired,IPS LCD,eMMC 5.1,,"GPS, GLONASS, BDS",,"Black, Blue, Red",,,,1080p@30fps,About 250 EUR,,"1, 3, 5, 7, 8, 20, 38, 40, 41 - Global","microUSB 2.0, OTG",FM radio,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct",No,1080p@30fps,177.6 x 86.3 x 8.1 mm (6.99 x 3.40 x 0.32 in),,HSDPA 850 / 900 / 2100,,,"ARE-AL00, ARE-L22HN, ARE-AL10",,Adreno 512,,,"4.2, A2DP, LE",,"Android 8.1 (Oreo), upgradable to Android 9 (Pie), EMUI 9",,"1, 3, 5, 8, 38, 39, 40, 41 - China",,210 g (7.41 oz),Honor,,,HDR,GSM 850 / 900 / 1800 / 1900,Octa-core (4x1.95 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,GSM / CDMA / HSPA / LTE,Honor 8X Max,Nano-SIM + Nano-SIM,,"8 MP, f/2.0",,"1080 x 2244 pixels, 18.7:9 ratio (~350 ppi density)",,,,
CDMA 800,"Yes, with dual speakers",,"Available. Released 2018, August",,"6.95 inches, 122.6 cm2(~81.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-note10-cn.jpg,"16 MP, f/1.8, PDAF24 MP B/W, f/1.8, PDAF",,"LED flash, HDR, panorama","Li-Po 5000 mAh, non-removable",,,,microSDXC (uses shared SIM slot),,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat16 1024/150 Mbps",Kirin 970 (10 nm),"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,,No,,"2018, July",,,22.5W wired,"AMOLED, HDR10",UFS 2.1,,"GPS, GLONASS, BDS",,"Midnight Black, Phantom Blue",,,,1080p@30fps,About 400 EUR,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","USB Type-C 3.1, OTG",FM radio,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes,"4K@30fps, 1080p@30fps (gyro-EIS)",177 x 85 x 7.7 mm (6.97 x 3.35 x 0.30 in),,HSDPA 850 / 900 / 1900 / 2100,"Glass front, glass back, aluminum frame",,"RVL-AL09, rv",,Mali-G72 MP12,,,"4.2, A2DP, EDR, LE",,"Android 8.1 (Oreo), EMUI 8.2",,CDMA2000 1xEV-DO / TD-SCDMA,,230 g (8.11 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),,,GSM / CDMA / HSPA / EVDO / LTE,Honor Note 10,Nano-SIM + Nano-SIM,,"13 MP, f/2.0",,"1080 x 2220 pixels, 18.5:9 ratio (~355 ppi density)",,,,
CDMA 800 & TD-SCDMA - China,Yes,,"Available. Released 2018, July",,"5.84 inches, 85.1 cm2(~79.5% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9n.jpg,"13 MP, PDAF2 MP, (depth)",,"LED flash, HDR, panorama","Li-Po 3000 mAh, non-removable",,,,microSDXC (uses shared SIM slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Kirin 659 (16 nm),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",,,Yes,,"2018, July",,,,IPS LCD,"1, 3, 5, 40, 41 - India",,"GPS, GLONASS, BDS",,"Lavender Purple, Robin Egg Blue, Sapphire Blue, Midnight Black",,,,1080p@30fps,About 220 EUR,,"1, 3, 5, 8, 38, 39, 40, 41 - China","microUSB 2.0, OTG",FM radio,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,149.2 x 71.8 x 7.7 mm (5.87 x 2.83 x 0.30 in),,HSDPA 850 / 900 / 2100 - China,,,"LLD-AL20, LLD-AL30",,Mali-T830 MP2,,,"4.2, A2DP, LE",,"Android 8.0 (Oreo), EMUI 8",,HSDPA 900 / 2100 - India,,152 g (5.36 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),,,GSM / CDMA / HSPA / LTE,Honor 9N (9i),Nano-SIM + Nano-SIM,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,"1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",eMMC 5.1,,,
CDMA 800 & TD-SCDMA - China,Yes,,"Available. Released 2018, August",Voice 68dB / Noise 73dB / Ring 75dB,"6.3 inches, 97.4 cm2(~83.0% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-ofic.jpg,"16 MP, f/2.2, PDAF2 MP, f/2.4, (depth)",,"LED flash, HDR, panorama","Li-Po 3750 mAh, non-removable",UFS 2.1,,,microSDXC (uses shared SIM slot),Endurance rating 94h,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat16 1024/150 Mbps",Kirin 970 (10 nm),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Photo/Video,,Yes,,"2018, July","AnTuTu: 204876 (v7), 238754 (v8)GeekBench: 6696 (v4.4), 1647 (v5.1)GFXBench: 21fps (ES 3.1 onscreen)",1.10 W/kg (head),18W wired,IPS LCD,"1, 3, 5, 8, 34, 38, 39, 40, 41 - India",,"GPS, GLONASS, BDS","Contrast ratio: 1135:1 (nominal), 3.349 (sunlight)","Midnight Black, Navy Blue, Violet, Player Edition Red, Player Edition Black",,,,1080p@30fps,About 250 EUR,,"1, 3, 5, 7, 8, 20, 38, 40, 41 - Global",USB Type-C 2.0,No,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Yes (market dependent),"4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)",157.9 x 74.3 x 7.5 mm (6.22 x 2.93 x 0.30 in),,HSDPA 850 / 900 / 2100 - India,"Glass front, aluminum back, aluminum frame",,"COR-L29, COR-L09, COR-AL00, COR-AL10, COR-TL10",,Mali-G72 MP12,,,"4.2, A2DP, LE, EDR, aptX HD",,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1",,HSDPA 850 / 900 / 1900 / 2100 - Global,,176 g (6.21 oz),Honor,,,,GSM 850 / 900 / 1800 / 1900,Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),,,GSM / CDMA / HSPA / LTE,Honor Play,Nano-SIM + Nano-SIM,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","1, 3, 5, 8, 38, 39, 40, 41 - China",,,
"1, 3, 7, 8, 34, 38, 39, 40, 41 - China",Yes,,"Available. Released 2018, May",,"5.45 inches, 76.7 cm2(~73.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-7.jpg,,,"LED flash, HDR, panorama","Li-Ion 3020 mAh, non-removable",,,,microSDXC (dedicated slot),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mediatek MT6739 (28 nm),"16GB 2GB RAM, 16GB 1GB RAM",,,Yes,,"2018, May",,,,LCD,,,"GPS, GLONASS",,"Black, Gold, Blue",,,,1080p@30fps,About 110 EUR,,"1, 3, 5, 7, 8, 20 - Global",microUSB 2.0,FM radio,,"Accelerometer, proximity",,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",No,1080p@30fps,146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in),,HSDPA 850 / 900 / 1900 / 2100,,,"DUA-TL00, DUA-L22, DUA-L12, DUA-AL00, DUA-LX3",,PowerVR GE8100,,,"v4.2, A2DP, LE",,"Android 8.1 (Oreo), EMUI 8.1",,eMMC 5.1,,142 g (5.01 oz),Honor,,,LED flash,GSM 850 / 900 / 1800 / 1900,Quad-core 1.5 GHz Cortex-A53,,"5 MP, LED flash (Global)24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm (China)",GSM / HSPA / LTE,Honor 7S,Nano-SIMNano-SIM + Nano-SIM,,"13 MP, PDAF",,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,,,
