,Java,Status,Type,3.5mm jack,Model Image,Positioning,Messaging,Features,Size,NFC,SAR EU,Chipset,Colors,GPU,Video,Single_1,Keyboard,GPRS,Features_1,Video_1,2G bands,Card slot,Speed,_2,Type_1,Resolution,_3,Model Name,3G bands,Dimensions,Sensors,Announced,Talk time,Bluetooth,Price,Loudspeaker,OS,CPU,Stand-by,_1,USB,Games,SIM,Internal,SAR,Phonebook,Weight,Technology,Brand,Infrared port,WLAN,Single,Call records,EDGE,Radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a354c.jpg,No,,Dual-LED flash,"3.5 inches, 36.5 cm2",No,,SC6815,"White, Blue, Red, Yellow, Dark Blue, Green",,Yes,VGA,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,Li-Ion 1200 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon Campus One A354C,,-,Accelerometer,"2014, October. Released 2014, October",Up to 4 h,2.0,,Yes,Android 4.4 (KitKat),1.0 GHz,,,microUSB 2.0,,Dual SIM,256MB 512MB,,,-,GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",2 MP,,Yes,FM radio
No,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a352e.jpg,No,,,"3.5 inches, 36.5 cm2",No,,RDA 8810M,"Black, White",,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon Campus Nova A352E,,-,Accelerometer,"2014, October. Released 2014, October",Up to 4 h,2.0,,Yes,Android 4.2.2 (Jelly Bean),1.0 GHz,,,microUSB 2.0,,Dual SIM,256MB 512MB,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,Yes,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/xolo-a43.jpg,GPS,,,"4.0 inches, 45.5 cm2(~58.3% screen-to-body ratio)",No,0.38 W/kg (head)     0.49 W/kg (body),,"Blue, Black, Grey",,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1400 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A43,HSDPA 2100,124 x 63 x 8.5 mm (4.88 x 2.48 x 0.33 in),"Accelerometer, proximity","2014, July. Released 2014, July",,2.0,About 80 EUR,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,,,microUSB,,Dual SIM,4GB 1GB RAM,,,-,GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/xolo-a42.jpg,GPS,,,"4.0 inches, 45.5 cm2(~57.6% screen-to-body ratio)",No,0.69 W/kg (head)     0.71 W/kg (body),,"Yellow, Blue, White",,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1400 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A42,HSDPA 2100,124.5 x 63.5 x 10.2 mm (4.90 x 2.5 x 0.40 in),"Accelerometer, proximity","2014, July. Released 2014, July",Up to 5 h,2.0,About 80 EUR,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,Up to 180 h,,microUSB,,Dual SIM,4GB 512MB RAM,,,-,GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-millennium-ultra-q500.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~65.9% screen-to-body ratio)",No,,Broadcom BCM23550,White,,Yes,2 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 2500 mAh battery,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Celkon Q500 Millennium Ultra,HSDPA 2100,145.6 x 71.8 x 8 mm (5.73 x 2.83 x 0.31 in),"Accelerometer, proximity",2014. Released 2014,Up to 5 h (3G),"4.0, A2DP",About 120 EUR,Yes,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Up to 200 h (3G),,microUSB 2.0,,Dual SIM,16GB 2GB RAM,,,149 g (5.26 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","8 MP, AF",,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q44.jpg,GPS,,,"4.0 inches, 45.5 cm2(~55.0% screen-to-body ratio)",No,0.38 W/kg (head)     0.41 W/kg (body),,"Silver, Gold, Grey",,Yes,2 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDXC,HSPA,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Q44,HSDPA 2100,129 x 64.2 x 9.5 mm (5.08 x 2.53 x 0.37 in),"Accelerometer, proximity",2014. Released 2014,Up to 5 h (3G),"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),Quad-core 1.3 GHz,Up to 140 h (3G),,microUSB,,Dual SIM,8GB 1GB RAM,,,133.6 g (4.73 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a500.jpg,GPS,,,"5.0 inches, 68.9 cm2(~67.1% screen-to-body ratio)",No,0.49 W/kg (head)     0.56 W/kg (body),Mediatek MT6572M (28 nm),"Black, White",Mali-400,Yes,VGA,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 2000 mAh battery,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Celkon A500,HSDPA 2100,141.4 x 72.6 x 10.2 mm (5.57 x 2.86 x 0.40 in),"Accelerometer, proximity","2014, August. Released 2014, August",Up to 7 h (3G),2.0,About 90 EUR,Yes,Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Up to 150 h (3G),,microUSB 2.0,,Dual SIM,8GB 1GB RAM,,,147 g (5.19 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a21.jpg,No,,,"4.0 inches, 47.6 cm2(~57.8% screen-to-body ratio)",No,0.99 W/kg (head)     1.39 W/kg (body),Mediatek MT6582 (28 nm),"Black, Blue, Red",Mali-400MP2,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1500 mAh battery,"320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Celkon A21,HSDPA 2100,124.8 x 66.1 x 10.8 mm (4.91 x 2.60 x 0.43 in),Accelerometer,2014. Released 2014,Up to 8 h (3G),"4.0, A2DP",About 60 EUR,Yes,Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Up to 120 h (3G),,microUSB,,Dual SIM (Dual stand-by),512MB 256MB RAM,,,115.3 g (4.06 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a115.jpg,No,,,"5.0 inches, 68.9 cm2(~62.9% screen-to-body ratio)",No,0.84 W/kg (head)     0.91 W/kg (body),Mediatek MT6582 (28 nm),"Black, White",Mali-400MP2,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDXC,HSPA,,"Li-Ion 2000 mAh, removable","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Celkon A115,HSDPA 2100,148 x 74 x 9.3 mm (5.83 x 2.91 x 0.37 in),"Accelerometer, proximity",2014. Released 2014,Up to 18 h (3G),2.0,,Yes,Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Up to 360 h (3G),,microUSB 2.0,,Dual SIM (Mini-SIM),4GB 512MB RAM,,,164 g (5.78 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",8 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q455.jpg,GPS,,,"4.5 inches, 55.8 cm2(~60.1% screen-to-body ratio)",No,0.47 W/kg (head)     0.41 W/kg (body),,"White, Black, Blue",,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDXC,HSPA,,"Li-Ion 2000 mAh, removable","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Celkon Q455,HSDPA 2100,136.5 x 68 x 7.9 mm (5.37 x 2.68 x 0.31 in),"Accelerometer, proximity",2014. Released 2014,Up to 6 h (3G),2.1,About 100 EUR,Yes,Android 4.4.2 (KitKat),Quad-core 1.2,,,microUSB 2.0,,Dual SIM (Mini-SIM),16GB 1GB RAM,,,130 g (4.59 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",8 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q470.jpg,GPS,,,"4.7 inches, 60.9 cm2(~64.0% screen-to-body ratio)",No,,Mediatek MT6582 (28 nm),White,Mali-400MP2,Yes,2 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,"Li-Ion 1800 mAh, removable","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Celkon Q470,HSDPA 2100,138.4 x 68.8 x 8.3 mm (5.45 x 2.71 x 0.33 in),"Accelerometer, proximity",2014. Released 2014,Up to 6 h (3G),"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Up to 140 h (3G),,microUSB 2.0,,Dual SIM (Mini-SIM),16GB 1GB RAM,,,137 g (4.83 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",8 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q3000.jpg,GPS,,,"5.0 inches, 68.9 cm2(~65.1% screen-to-body ratio)",No,0.29 W/kg (head)     0.81 W/kg (body),Mediatek MT6582M (28 nm),White,Mali-400MP2,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,"Li-Ion 3000 mAh, removable","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Celkon Q3000,HSDPA 2100,145.6 x 72.7 x 10 mm (5.73 x 2.86 x 0.39 in),"Accelerometer, proximity",2014. Released 2014,Up to 12 h (2G) / Up to 22 h (3G),2.0,,Yes,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Up to 400 h (3G),,microUSB 2.0,,Dual SIM (Mini-SIM),4GB 1GB RAM,,,167 g (5.89 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",8 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a35.jpg,No,,,"3.5 inches, 36.5 cm2(~48.7% screen-to-body ratio)",No,0.56 W/kg (head)     0.51 W/kg (body),,"White, Blue",,Yes,VGA,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,"Li-Ion 1400 mAh, removable","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A35k,HSDPA 2100,119 x 63 x 10.7 mm (4.69 x 2.48 x 0.42 in),"Accelerometer, proximity",2014. Released 2014,,2.0,About 40 EUR,Yes,Android 4.4.2 (KitKat),1.0 GHz,,,microUSB 2.0,,Dual SIM (Mini-SIM),2GB 256MB RAM,,,102 g (3.60 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/Celkon-A125.jpg,GPS,,,"4.5 inches, 64.9 cm2(~68.6% screen-to-body ratio)",No,0.74 W/kg (head)     0.68 W/kg (body),,"White, Black",,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 2000 mAh battery,960 x 854 pixels (~286 ppi density),,Celkon A125,HSDPA 2100,138 x 68.5 x 10 mm (5.43 x 2.70 x 0.39 in),"Accelerometer, proximity",2014. Released 2014,,2.0,About 80 EUR,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,,,microUSB 2.0,,Dual SIM (Mini-SIM),4GB 512MB RAM,,,78.2 (2.75 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
MP4/H.263 playerMP3/WAV player,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7010.jpg,No,SMS,,"2.8 inches, 23.3 cm2(~40.2% screen-to-body ratio)",No,0.46 W/kg (head)     0.72 W/kg (body),,Black,,Yes,Yes,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 1200 mAh, removable","320 x 480 pixels, 3:2 ratio (~206 ppi density)",,Celkon C7010,,102 x 57 x 13.6 mm (4.02 x 2.24 x 0.54 in),,2014,,2.0,,Yes,,,,,microUSB,Yes,Dual SIM,,,Yes,90.6 g (3.17 oz),GSM,Celkon,,No,1.3 MP,Yes,No,FM radio; built-in antenna
MP4/H.263 playerMP3/WAV player,Yes,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c5055.jpg,No,Yes,,"2.8 inches, 24.3 cm2(~41.8% screen-to-body ratio)",No,0.98 W/kg (head)     0.73 W/kg (body),,Black,,Yes,Yes,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 1000 mAh, removable","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Celkon C5055,,102 x 57 x 13.6 mm (4.02 x 2.24 x 0.54 in),,2014,,2.0,,Yes,,,,,microUSB,Yes,Dual SIM,,,Yes,90.6 g (3.17 oz),GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c9-jumbo.jpg,No,Yes,,"2.4 inches, 17.8 cm2",No,0.30 W/kg (head)     0.65 W/kg (body),,"Black/Red, Black/Blue, White/Red",,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 2000 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C9 Jumbo,,-,,2014,,2.0,,Yes,,,,Audio/video player,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7-jumbo.jpg,No,Yes,,", -",No,,,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 2000 mAh, removable","240 x 320 pixels, 4:3 ratio",,Celkon C7 Jumbo,,-,,2014,,2.0,,Yes,,,,Audio/video player,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c6-star.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,,,Black,,Yes,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,Audio/video player,"Li-Ion 1100 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C6 Star,,-,,2014,,2.0,,Yes,,,,No,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c44-duos.jpg,No,Yes,,"2.4 inches, 17.8 cm2",No,0.63 W/kg (head)     0.57 W/kg (body),,"Gold/Black, Gold/Red",,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 2200 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C44 Duos,,-,,2014,,2.0,,Yes,,,,Audio/video player,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c366.jpg,No,Yes,,"1.8 inches, 10.2 cm2",No,0.52 W/kg (head)     0.61 W/kg (body),,"Black/Red, Black/Blue, White/Red",,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 1000 mAh, removable",128 x 160 pixels (~114 ppi density),,Celkon C366,,-,,2014,,2.0,,Yes,,,,Audio/video player,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c619.jpg,No,SMS,,"1.8 inches, 10.2 cm2(~19.4% screen-to-body ratio)",No,0.52 W/kg (head)     0.63 W/kg (body),,"Black/Red, Black/White",,Yes,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 1800 mAh, removable",128 x 160 pixels (~114 ppi density),,Celkon C619,,112 x 47 x 15.8 mm (4.41 x 1.85 x 0.62 in),,2014,,2.0,,Yes,,,,Audio/video player,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,VGA,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c51.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,,,"Brown, Champagne, Black",,Yes,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 1000 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C51,,-,,2014,,2.0,,Yes,,,,Audio/video player,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c340.jpg,No,SMS,,"1.8 inches, 10.2 cm2",No,1.30 W/kg (head)     0.53 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,Audio/video player,"Li-Ion 1000 mAh, removable",128 x 160 pixels (~114 ppi density),,Celkon C340,,-,,2014,,2.0,,Yes,,,,No,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,Yes,Yes,No,FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c348-plus.jpg,No,SMS,,"1.8 inches, 10.2 cm2",No,0.65 W/kg (head),,Black,,Yes,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,Audio/video player,"Li-Ion 1000 mAh, removable",128 x 160 pixels (~114 ppi density),,Celkon C348+,,-,,2014,,2.0,,Yes,,,,No,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,Yes,Yes,No,FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c349-plus.jpg,No,SMS,,"1.8 inches, 10.2 cm2(~19.5% screen-to-body ratio)",No,0.90 W/kg (head)     0.74 W/kg (body),,Black,,Yes,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,Audio/video player,"Li-Ion 1000 mAh, removable",128 x 160 pixels (~114 ppi density),,Celkon C349+,,111.5 x 47 x 14.5 mm (4.39 x 1.85 x 0.57 in),,2014,,2.0,,Yes,,,,No,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,Yes,Yes,No,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c779.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,0.45 W/kg (head)     0.52 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,Audio/video player,"Li-Ion 1800 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C779,,-,,2014,,2.0,,Yes,,,,No,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c66-plus.jpg,No,SMS,,"2.4 inches, 17.8 cm2(~31.1% screen-to-body ratio)",No,0.57 W/kg (head)     0.47 W/kg (body),,Black,,Yes,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,Audio/video player,"Li-Ion 1500 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C66+,,116.9 x 49 x 10.5 mm (4.60 x 1.93 x 0.41 in),,2014,,2.0,,Yes,,,,No,microUSB,Yes,Dual SIM,,,Yes,90 g (3.17 oz),GSM,Celkon,,No,Yes,Yes,No,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c44-plus.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,0.59 W/kg (head)     0.68 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,Audio/video player,"Li-Ion 2000 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C44+,,-,,2014,,2.0,,Yes,,,,No,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a64.jpg,GPS,,LED flash,"4.0 inches, 47.6 cm2(~59.1% screen-to-body ratio)",No,0.42 W/kg (head)     0.55 W/kg (body),,"White, Black",,Yes,VGA,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Celkon A64,,124 x 65 x 10.5 mm (4.88 x 2.56 x 0.41 in),Accelerometer,2014,Up to 8 h 20 min,2.0,,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.2 GHz,Up to 150 h,,microUSB,,Dual SIM,512MB 256MB RAM,,,125.6 (4.41 oz),GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",2 MP,,Yes,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a66.jpg,GPS,,LED flash,"4.5 inches, 55.8 cm2(~61.1% screen-to-body ratio)",No,0.38 W/kg (head)     0.47 W/kg (body),,"White, Black",,Yes,VGA,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,Li-Ion 2000 mAh battery,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Celkon A66,,136 x 67.2 x 11 mm (5.35 x 2.65 x 0.43 in),"Accelerometer, proximity",2014,Up to 5 h,2.0,,Yes,Android 4.1.2 (Jelly Bean),Dual-core 1.2 GHz,Up to 160 h,,microUSB,,Dual SIM,4GB 512MB RAM,,,98 g (3.46 oz),GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",3.15 MP,,Yes,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a9-dual.jpg,GPS,,,"3.5 inches, 36.5 cm2(~47.4% screen-to-body ratio)",No,0.61 W/kg (head)     0.69 W/kg (body),,"White, Black",,Yes,VGA,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,Li-Ion 1350 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A9 Dual,,120.5 x 63.9 x 10.6 mm (4.74 x 2.52 x 0.42 in),Accelerometer,2014,Up to 3 h 20 min,2.0,,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,Up to 240 h,,microUSB 2.0,,Dual SIM,512MB 256MB RAM,,,116 g (4.09 oz),GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",2 MP,,Yes,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c4040.jpg,No,SMS,,"2.4 inches, 17.8 cm2(~34.0% screen-to-body ratio)",No,0.44 W/kg (head)     0.73 W/kg (body),,Black,,Yes,,,No,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,"Li-Ion 1100 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C4040,,101 x 52 x 12.5 mm (3.98 x 2.05 x 0.49 in),,2014,,2.0,,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a107-plus.jpg,No,,,"5.0 inches, 71.2 cm2(~62.4% screen-to-body ratio)",No,0.67 W/kg (head)     0.60 W/kg (body),,White,,Yes,1.3 MP,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,Li-Ion 2100 mAh battery,"480 x 800 pixels, 5:3 ratio (~187 ppi density)",,Celkon A 107+,,148 x 77 x 9.6 mm (5.83 x 3.03 x 0.38 in),"Accelerometer, proximity",2014,Up to 7 h,2.0,,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,Up to 350 h,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,-,GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",8 MP,,Yes,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-arr35.jpg,No,SMS,LED flash,"3.5 inches, 36.5 cm2(~41.9% screen-to-body ratio)",No,0.66 W/kg (head)     0.53 W/kg (body),,"Black, White",,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,,,Li-Ion 1200 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon ARR35,,128 x 68 x 10.2 mm (5.04 x 2.68 x 0.40 in),,2014,,2.0,,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,microUSB,Yes,Dual SIM,,,Yes,-,GSM,Celkon,,No,2 MP,Yes,No,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct7.jpg,No,,,"7.0 inches, 139.5 cm2(~66.0% screen-to-body ratio)",No,,,"Black, White",,Yes,Yes,,No,,,N/A,microSDHC (dedicated slot),,,"Li-Ion 3000 mAh, non-removable","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Celkon CT 7,,192 x 110 x 14 mm (7.56 x 4.33 x 0.55 in),"Accelerometer, proximity",2014,Up to 10 h,2.0,,Yes,Android 4.0.3 (Ice Cream Sandwich),1.0 GHz,Up to 300 h,,microUSB 2.0,,No,8GB 1GB RAM,,,-,No cellular connectivity,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",2 MP,,No,FM radio
