,Java,Status,Type,3.5mm jack,Model Image,Positioning,Messaging,Features,Size,NFC,SAR EU,Chipset,Colors,GPU,Video,Single_1,Keyboard,GPRS,Features_1,Video_1,2G bands,Card slot,Speed,_2,Type_1,Resolution,_3,Model Name,3G bands,Dimensions,Sensors,Announced,Talk time,Bluetooth,Price,Loudspeaker,OS,CPU,Stand-by,_1,USB,Games,SIM,Internal,SAR,Phonebook,Weight,Technology,Brand,Infrared port,WLAN,Single,Call records,EDGE,Radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c3000.jpg,No,SMS,,"2.4 inches, 17.8 cm2(~28.5% screen-to-body ratio)",,,,"Black, White/green",,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call record,Removable Li-Ion 3000 mAh battery,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C3000,,118.7 x 52.7 x 16.5 mm (4.67 x 2.07 x 0.65 in),,"2012, August. Released 2012, August",Up to 13 h 20 min,Yes,,Yes,,,Up to 750 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Wireless FM radio (no wired headphones required)
Flashlight,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a97i-new.jpg,GPS,,,"4.0 inches, 45.5 cm2(~57.4% screen-to-body ratio)",,,,"Black, White",,Yes,Yes,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A97i,HSDPA 2100,124 x 64 x 11 mm (4.88 x 2.52 x 0.43 in),Accelerometer,"2012, August. Released 2012, August",Up to 9 h 10 min,Yes,About 100 EUR,Yes,Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Up to 350 h,MP3/WAV/eAAC playerMP4/H.264 playerOrganizerVoice memo/dialPredictive text input,microUSB,,Dual SIM (Mini-SIM),,,,139 g (4.90 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,8 MP,,,Stereo FM radio
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerOrganizerVoice memo/dialPredictive text input,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a19.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~54.0% screen-to-body ratio)",,,,Black,,Yes,Yes,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1400 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A19,HSDPA 850 / 900 / 2100 / 1800,124 x 68 x 10.8 mm (4.88 x 2.68 x 0.43 in),"Accelerometer, proximity","2012, July. Released 2012, July",Up to 5 h,Yes,About 130 EUR,Yes,Android 2.3.7 (Gingerbread),832 MHz,Up to 300 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,110 g (3.88 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,,Stereo FM radio
Flashlight,No,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-c607.jpg,No,SMS,,"1.8 inches, 10.2 cm2(~20.1% screen-to-body ratio)",,,,Black/Red,,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call record,Removable Li-Ion 1800 mAh battery,128 x 160 pixels (~114 ppi density),,Celkon C607,,110.1 x 46 x 16 mm (4.33 x 1.81 x 0.63 in),,"2012, July. Released 2012, July",Up to 7 h 30 min,Yes,,Yes,,,Up to 600 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,200 entries,70 g (2.47 oz),GSM,Celkon,,No,Yes,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c262.jpg,No,"SMS, MMS",,"2.6 inches, 20.9 cm2(~33.5% screen-to-body ratio)",,,,Black/Red,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call recordKing Movie,Removable Li-Ion 1500 mAh battery,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,Celkon C262,,118 x 53 x 13 mm (4.65 x 2.09 x 0.51 in),,"2012, July. Released 2012, July",Up to 9 h 10 min,Yes,,Yes,,,Up to 350 h,No,Proprietary,Yes,Dual SIM (Mini-SIM),,,500 entries,90 g (3.17 oz),GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c360.jpg,No,"SMS, MMS",,"2.6 inches, 20.9 cm2(~32.4% screen-to-body ratio)",,,,Black/Red,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call recordKing Movie,Removable Li-Ion 1500 mAh battery,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,Celkon C360,,119.5 x 54 x 13.9 mm (4.70 x 2.13 x 0.55 in),,2012,Up to 9 h 10 min,2.0,,Yes,,,Up to 350 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,1000 entries,-,GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Wireless FM radio (no wired headphones required)
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c359.jpg,No,SMS,,"1.8 inches, 10.2 cm2",,,,Black/Red,,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video player,Removable Li-Ion 950 mAh battery,176 x 220 pixels (~157 ppi density),,Celkon C359,,-,,2012,Up to 5 h,2.0,,Yes,,,Up to 400 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM,Celkon,,No,Yes,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c350.jpg,No,SMS,,"1.8 inches, 10.2 cm2(~21.9% screen-to-body ratio)",,,,Black/Red,,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video player,Removable Li-Ion 1000 mAh battery,128 x 160 pixels (~114 ppi density),,Celkon C350,,106 x 44 x 14.5 mm (4.17 x 1.73 x 0.57 in),,2012,Up to 5 h,2.0,,Yes,,,Up to 400 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Wireless FM radio (no wired headphones required)
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerOrganizerVoice memo/dialPredictive text input,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a97.jpg,"GPS, A-GPS",,,"4.0 inches, 45.5 cm2(~57.4% screen-to-body ratio)",,,Mediatek MT6575 (40 nm),Black,PowerVR SGX531,Yes,Yes,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A97,HSDPA 850 / 900 / 1900 / 2100,124 x 64 x 11 mm (4.88 x 2.52 x 0.43 in),"Accelerometer, proximity, compass","2012, Q2. Released 2012, Q3",Up to 9 h 10 min,"2.0, A2DP",About 110 EUR,Yes,Android 2.3.6 (Gingerbread),1.0 GHz Cortex-A9,Up to 350 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,130 g (4.59 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g, hotspot",5 MP,,,"Stereo FM radio, RDS, recording; FM transmitter"
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerOrganizerVoice memo/dialPredictive text input,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a95.jpg,"GPS, A-GPS",,,"3.2 inches, 30.5 cm2(~45.0% screen-to-body ratio)",,,Mediatek MT6575 (40 nm),Black,PowerVR SGX531,Yes,Yes,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Celkon A95,HSDPA 850 / 900 / 1900 / 2100,112 x 60.5 x 11.5 mm (4.41 x 2.38 x 0.45 in),"Accelerometer, proximity, compass","2012, Q2. Released 2012, Q3",Up to 8 h 20 min,"2.0, A2DP",About 70 EUR,Yes,Android 2.3.6 (Gingerbread),1.0 GHz Cortex-A9,Up to 300 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,104 g (3.67 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g, hotspot",3.2 MP,,,"Stereo FM radio, RDS, recording; FM transmitter"
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerOrganizerVoice memo/dialPredictive text input,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a90.jpg,"GPS, A-GPS",,,"4.0 inches, 45.5 cm2(~53.9% screen-to-body ratio)",,,,Black,,Yes,Yes,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1420 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A90,HSDPA 850 / 900 / 1900 / 2100,128 x 66 x 11.5 mm (5.04 x 2.60 x 0.45 in),"Accelerometer, proximity, compass","2012, Q2. Released 2012, Q3",Up to 8 h 20 min,"2.0, A2DP",,Yes,Android 2.3.5 (Gingerbread),650 MHz,Up to 300 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,128 g (4.52 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g, hotspot",5 MP,,,"Stereo FM radio, RDS, recording; FM transmitter"
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerOrganizerVoice memo/dialPredictive text input,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a99-plus.jpg,"GPS, A-GPS",,Dual-LED flash,"4.3 inches, 51.0 cm2(~61.8% screen-to-body ratio)",,,,Black,,Yes,Yes,,,,,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1300 mAh battery,"540 x 960 pixels, 16:9 ratio (~256 ppi density)",,Celkon A99+,HSDPA 850 / 900 / 1900 / 2100,126.1 x 65.4 x 12.3 mm (4.96 x 2.57 x 0.48 in),"Accelerometer, proximity, compass","2012, Q2. Released 2012, Q3",Up to 6 h,"2.1, A2DP",,Yes,Android 2.3.5 (Gingerbread),650 MHz,Up to 500 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,-,GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g, hotspot","8 MP, AF",,,"Stereo FM radio, RDS, recording; FM transmitter"
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c770n.jpg,No,"SMS, MMS",,"2.4 inches, 17.8 cm2(~29.1% screen-to-body ratio)",,,,Black/Red,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video player,Removable Li-Ion 1500 mAh battery,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C770N,,118 x 52 x 12.9 mm (4.65 x 2.05 x 0.51 in),,2012,Up to 9 h 20 min,2.0,,Yes,,,Up to 350 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,2 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c705.jpg,No,SMS,,"2.4 inches, 17.8 cm2(~29.9% screen-to-body ratio)",,,,Black/Orange,,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call record,Removable Li-Ion 1800 mAh battery,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C705,,117 x 51 x 14.5 mm (4.61 x 2.01 x 0.57 in),,2012,Up to 7 h 30 min,2.0,,Yes,,,Up to 600 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c606.jpg,No,"SMS, MMS",,"2.4 inches, 17.8 cm2(~28.3% screen-to-body ratio)",,,,Black/Red,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call record,Removable Li-Ion 2000 mAh battery,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C606,,119 x 53 x 15.3 mm (4.69 x 2.09 x 0.60 in),,2012,Up to 12 h 30 min,2.0,,Yes,,,Up to 600 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Wireless FM radio (no wired headphones required)
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c570.jpg,No,"SMS, MMS",,"2.4 inches, 17.8 cm2(~30.9% screen-to-body ratio)",,,,Black,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Removable Li-Ion 1000 mAh battery,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C570,,116.5 x 49.5 x 9.8 mm (4.59 x 1.95 x 0.39 in),,2012,Up to 6 h,2.0,,Yes,,,Up to 200 h,Audio/video player,microUSB,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c504.jpg,No,"SMS, MMS",,"2.6 inches, 20.9 cm2(~36.5% screen-to-body ratio)",,,,Black/Blue,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video player,Removable Li-Ion 1400 mAh battery,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,Celkon C504,,117 x 49 x 13.9 mm (4.61 x 1.93 x 0.55 in),,2012,Up to 6 h 40 min,2.0,,Yes,,,Up to 550 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,2 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c206.jpg,No,SMS,,"1.8 inches, 10.2 cm2(~19.7% screen-to-body ratio)",,,,Black/Green,,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call record,Removable Li-Ion 1500 mAh battery,176 x 220 pixels (~157 ppi density),,Celkon C206,,108 x 48 x 16.5 mm (4.25 x 1.89 x 0.65 in),,2012,Up to 9 h 20 min,2.0,,Yes,,,Up to 400 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,300 entries,-,GSM,Celkon,,No,Yes,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c203.jpg,No,SMS,,"1.8 inches, 10.2 cm2(~20.3% screen-to-body ratio)",,,,Black/Red,,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call record,Removable Li-Ion 1500 mAh battery,128 x 160 pixels (~114 ppi density),,Celkon C203,,107 x 47 x 14.6 mm (4.21 x 1.85 x 0.57 in),,2012,Up to 6 h 40 min,2.0,,Yes,,,Up to 550 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
Flashlight,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c17.jpg,No,SMS,,"2.4 inches, 17.8 cm2(~32.4% screen-to-body ratio)",,,,Black,,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video player,Removable Li-Ion 1000 mAh battery,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C17,,111 x 49.6 x 14.5 mm (4.37 x 1.95 x 0.57 in),,2012,Up to 6 h,2.0,,Yes,,,Up to 400 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,300 entries,-,GSM,Celkon,,No,Yes,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
No,Yes,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c75.jpg,No,"SMS, MMS",,"3.2 inches, 30.5 cm2(~44.7% screen-to-body ratio)",,,,Black,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Removable Li-Ion 1200 mAh battery,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Celkon C75,,110 x 62 x 13 mm (4.33 x 2.44 x 0.51 in),,2012,Up to 9 h 20 min,2.0,,Yes,,,Up to 400 h,Audio playerVideo PlayerKing moviesSocial networkingAuto call record,microUSB,Yes,Dual SIM (Mini-SIM),,,1000 entries,-,GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
No,Yes,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-i4.jpg,No,"SMS, MMS",,"3.5 inches, 36.5 cm2(~53.4% screen-to-body ratio)",,,,Black/Silver,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1200 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon i4,,112 x 61 x 10 mm (4.41 x 2.40 x 0.39 in),,2012,Up to 5 h,2.0,,Yes,,,Up to 400 h,Audio playerVideo PlayerKing moviesSocial networking,microUSB,Yes,Dual SIM (Mini-SIM),,,1000 entries,-,GSM,Celkon,,No,3 MP,"20 dialed, 20 received, 20 missed calls",Yes,Stereo FM radio
No,Yes,Discontinued,TFT,TBD,https://fdn2.gsmarena.com/vv/bigpic/celkon-a7.jpg,No,"SMS, MMS",,"3.2 inches, 29.1 cm2",,,,Black,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1450 mAh battery,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",,Celkon A7,,-,,2012,Up to 6 h 40 min,Yes,,Yes,,,Up to 500 h,Audio playerVideo PlayerC-BankKing moviesSocial networking,Proprietary,Yes,Dual SIM (Mini-SIM),,,2000 entries,-,GSM,Celkon,,No,2 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerOrganizerVoice memo/dialPredictive text input,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a88.jpg,GPS,,,"3.5 inches, 36.5 cm2(~52.0% screen-to-body ratio)",,,Mediatek MT6513,Black/Golden,PowerVR SGX531,Yes,Yes,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1450 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A88,Yes,116 x 60.5 x 13.2 mm (4.57 x 2.38 x 0.52 in),Accelerometer,2012,Up to 6 h 40 min,2.0,,Yes,Android 2.3.5 (Gingerbread),650 MHz Cortex-A9,Up to 500 h,,microUSB,,Dual SIM (Mini-SIM),,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g,3.15 MP,,Yes,Stereo FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c770-dj.jpg,No,"SMS, MMS",,"2.4 inches, 17.8 cm2(~29.1% screen-to-body ratio)",,,,Black/Red,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Audio/video playerAuto call record,Removable Li-Ion 1350 mAh battery,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C770 Dj,Yes,118 x 52 x 12.9 mm (4.65 x 2.05 x 0.51 in),,2012,Up to 9 h 10 min,2.0,,Yes,,,Up to 350 h,No,microUSB,Yes,Dual SIM (Mini-SIM),,,Yes,-,GSM,Celkon,,No,2 MP,Yes,No,Stereo FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c769.jpg,No,"SMS, MMS",,"2.6 inches, 20.9 cm2(~34.3% screen-to-body ratio)",,,,Black/Red,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Removable Li-Ion 1450 mAh battery,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,Celkon C769,Yes,117.5 x 52 x 13.2 mm (4.63 x 2.05 x 0.52 in),,2012,Up to 6 h 40 min,2.0,,Yes,,,Up to 500 h,Audio/video playerAuto call record,microUSB,Yes,Dual SIM (Mini-SIM),,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,Stereo FM radio
No,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c349.jpg,No,SMS,,"1.8 inches, 10.2 cm2",,,,Black,,Yes,,,No,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Removable Li-Ion 1000 mAh battery,176 x 220 pixels (~157 ppi density),,Celkon C349,,-,,2012,Up to 5 h,No,,Yes,,,Up to 400 h,Audio/video player,microUSB,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM,Celkon,,No,1.3 MP,Yes,No,Stereo FM radio
No,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c337.jpg,No,SMS,,"2.0 inches, 12.6 cm2",,,,"Black, Black/Red",,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Removable Li-Ion 1000 mAh battery,176 x 220 pixels (~141 ppi density),,Celkon C337,,-,,2012,Up to 5 h,2.0,,Yes,,,Up to 400 h,Audio/video player,microUSB,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM,Celkon,,No,1.3 MP,Yes,No,Stereo FM radio
No,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c260.jpg,No,"SMS, MMS",,"2.6 inches, 20.9 cm2(~34.3% screen-to-body ratio)",,,,Black,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Removable Li-Ion 1500 mAh battery,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",,Celkon C260,,117.5 x 52 x 11.5 mm (4.63 x 2.05 x 0.45 in),,2012,Up to 6 h 40 min,2.0,,Yes,,,Up to 550 h,Audio/video player,microUSB,Yes,Dual SIM (Mini-SIM),,,1000 contacts,-,GSM,Celkon,,No,1.3 MP,Yes,No,Stereo FM radio
No,No,Discontinued,TFT,No,https://fdn2.gsmarena.com/vv/bigpic/celkon-c70.jpg,No,"SMS, MMS",,"2.2 inches, 15.2 cm2",,,,Silver,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Removable Li-Ion 800 mAh battery,176 x 220 pixels (~128 ppi density),,Celkon C70,,-,,2012,Up to 5 h 50 min,2.0,,Yes,,,Up to 200 h,Audio/video player,microUSB,Yes,Dual SIM (Mini-SIM),,,500 contacts,-,GSM,Celkon,,No,1.3 MP,Yes,No,Stereo FM radio
No,No,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-c55.jpg,No,"SMS, MMS",,"2.2 inches, 15.2 cm2(~33.4% screen-to-body ratio)",,,,Black/Gray,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Removable Li-Ion 1000 mAh battery,176 x 220 pixels (~128 ppi density),,Celkon C55,,95 x 48 x 15 mm (3.74 x 1.89 x 0.59 in),,2012,Up to 5 h,2.0,,Yes,,,Up to 400 h,Audio/video playerSNS applications,microUSB,Yes,Dual SIM (Mini-SIM),,,500 entries,126 g (4.44 oz),GSM,Celkon,,No,1.3 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
No,Yes,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a9.jpg,No,"SMS, MMS",,"3.5 inches, 34.9 cm2(~46.9% screen-to-body ratio)",,,,Black,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1450 mAh battery,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",,Celkon A9,,120 x 62 x 12.9 mm (4.72 x 2.44 x 0.51 in),,2012,Up to 6 h 40 min,2.0,,Yes,,,Up to 500 h,SNS applicationsMP3/WAV/eAAC playerMP4/H.264 playerDocument viewerOrganizerVoice memo/dialPredictive text input,microUSB,Yes,Dual SIM (Mini-SIM),,,2000 entries,110 g (3.88 oz),GSM,Celkon,,No,3.15 MP,"20 dialed, 20 received, 20 missed calls",No,Stereo FM radio
MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerOrganizerVoice memo/dialPredictive text input,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a99.jpg,"GPS, A-GPS",,,"4.0 inches, 47.6 cm2(~61.3% screen-to-body ratio)",,,,Black,,Yes,Yes,,,,,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1200 mAh battery,"320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Celkon A99,HSDPA 850 / 900 / 1900 / 2100,121.4 x 64 x 11.3 mm (4.78 x 2.52 x 0.44 in),"Accelerometer, proximity, compass",2012,Up to 3 h,"2.1, A2DP",,Yes,Android 2.3.5 (Gingerbread),650 MHz,Up to 400 h,,microUSB 2.0,,Dual SIM (Mini-SIM),,,,120 g (4.23 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g, hotspot",3.15 MP,,,"Stereo FM radio, RDS, recording; FM transmitter"
