,Dimensions,Phonebook,_4,Model Image,Type_1,_1,Model Name,Models,Messaging,Card slot,Brand,Speed,EDGE,Stand-by,SAR,Sensors,Video_1,SAR EU,_2,GPU,Announced,CPU,Positioning,Technology,Loudspeaker,SIM,_3,2G bands,3.5mm jack,Video,NFC,Keyboard,4G bands,Features,Java,Features_1,Price,Single_1,Type,Games,Chipset,Talk time,WLAN,Call records,3G bands,Size,Single,Protection,Dual,Bluetooth,Radio,USB,Status,Internal,Dual_1,OS,Colors,Browser,GPRS,Weight,Resolution
,118 x 63.1 x 12.4 mm (4.65 x 2.48 x 0.49 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s352.jpg,"Li-Ion 1300 mAh, removable",,verykool s352,,,microSDHC,verykool,,Yes,Up to 168 h (3G),,Accelerometer,,,,,"2014, June. Released 2014, June",,No,GSM,Yes,Single SIM or Dual SIM (dual stand-by),,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,,,,,VGA,TFT,,,Up to 3 h (3G),"Wi-Fi 802.11 b/g/n, hotspot",,,3.5 inches,2 MP,,,"4.0, A2DP",FM radio,2.0,Discontinued,4GB 512MB,,Android 4.2 (Jelly Bean),"Black, Blue, Green, Red, Pink",,Yes,104 g (3.67 oz),320 x 480 pixels
,116.9 x 62.7 x 12.7 mm (4.60 x 2.47 x 0.5 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s351.jpg,"Li-Ion 1150 mAh, removable",,verykool s351,,,microSDHC,verykool,HSPA 21.1/5.76 Mbps,,Up to 144 h (3G),,Accelerometer,,,,,"2014, June. Released 2014, June",Dual-core 1.0 GHz,No,GSM / HSPA,Yes,Single SIM or Dual SIM (dual stand-by),,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,,,,,VGA,TFT,,,Up to 4 h (3G),"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900,3.5 inches,2 MP,,,2.0,FM radio,2.0,Discontinued,512MB 512MB RAM,,Android 4.1.2 (Jelly Bean),Black/Green,,,90.5 g (3.21 oz),320 x 480 pixels
Flashlight,113.5 x 48.4 x 14 mm (4.47 x 1.91 x 0.55 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i129.jpg,"Li-Ion 600 mAh, removable",No,verykool i129,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 120 h,,,,,MP3 player,,"2014, June. Released 2014, June",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,No,Yes,No,,,,No,,,,TFT,No,,Up to 3 h,No,Yes,,"1.77 inches, 9.9 cm2(~17.9% screen-to-body ratio)",VGA,,,"2.1, EDR","FM radio, built-in antenna",1.1,Discontinued,,,,"Blue, Red, Pink, Yellow, Green",,Yes,75 g (2.65 oz),128 x 160 pixels (~116 ppi density)
,143.5 x 71.6 x 8.3 mm (5.65 x 2.82 x 0.33 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s505.jpg,"Li-Ion 2000 mAh, removable",,verykool s505,,,microSDHC,verykool,HSPA 21.1/5.76 Mbps,,Up to 240 h (3G),,"Accelerometer, proximity",,,,,"2014, May. Released 2014, May",Quad-core 1.3 GHz,GPS,GSM / HSPA,Yes,Single SIM or Dual SIM (dual stand-by),,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,LED flash,,,,2 MP,IPS LCD,,,Up to 5 h (3G),"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900 / 2100,"5.0 inches, 68.9 cm2(~67.1% screen-to-body ratio)","12 MP, AF",,,"4.0, A2DP",FM radio,microUSB,Discontinued,4GB 1GB RAM,,Android 4.2 (Jelly Bean),"Black, White",,,100 g (3.53 oz),"720 x 1280 pixels, 16:9 ratio (~294 ppi density)"
Flashlight,131.4 x 66.8 x 9.9 mm (5.17 x 2.63 x 0.39 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s450.jpg,"Li-Ion 1750 mAh, removable",,verykool s450,,,microSDHC,verykool,HSPA 21.1/5.76 Mbps,,Up to 240 h (3G),,"Accelerometer, proximity",,,,,"2014, May. Released 2014, May",Dual-core 1.2 GHz,GPS,GSM / HSPA,Yes,Single SIM or Dual SIM (dual stand-by),,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,,,,,VGA,IPS LCD,,,Up to 5 h (3G),"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900,"4.5 inches, 55.8 cm2(~63.6% screen-to-body ratio)",8 MP,,,"4.0, A2DP",FM radio,microUSB,Discontinued,4GB 512MB RAM,,Android 4.2 (Jelly Bean),Black,,,132.5 g (4.66 oz),"480 x 854 pixels, 16:9 ratio (~218 ppi density)"
Analog TV,192 x 107.8 x 9.5 mm (7.56 x 4.24 x 0.37 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-t742-kolorpad.jpg,"Li-Ion 2500 mAh, non-removable",,verykool T742,,,microSDHC (dedicated slot),verykool,HSPA 21.1/5.76 Mbps,,Up to 144 h (3G),,Accelerometer,,,,,"2014, February. Released 2014, February",Dual-core 1.3 GHz,GPS,GSM / HSPA,Yes,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,LED flash,,,About 110 EUR,VGA,TFT,,,Up to 4 h (3G),"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900,"7.0 inches, 139.5 cm2(~67.4% screen-to-body ratio)",3.15 MP,,,"4.0, A2DP",FM radio,"microUSB 2.0, OTG",Discontinued,4GB 512MB RAM,,Android 4.2 (Jelly Bean),Black,,,250 g (8.82 oz),"480 x 800 pixels, 5:3 ratio (~133 ppi density)"
,118 x 63.1 x 12.4 mm (4.65 x 2.48 x 0.49 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s353-jasper.jpg,"Li-Ion 1400 mAh, removable",,verykool s353,,,microSDHC (dedicated slot),verykool,HSPA 21.1/5.76 Mbps,,Up to 168 h (3G),,Accelerometer,,,,,"2014, February. Released 2014, February",Dual-core 1.0 GHz,No,GSM / HSPA,Yes,Single SIM or Dual SIM (dual stand-by),,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,,,,,VGA,TFT,,,Up to 4 h (3G),"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900,3.5 inches,2 MP,,,"2.1, EDR",FM radio,1.1,Discontinued,4GB 512MB RAM,,Android 4.2 (Jelly Bean),"Black, White, Red, Pink",,,104 g (3.67 oz),480 x 800 pixels
IPX5 water and shock resistantFlashlight,109.9 x 47.3 x 14.6 mm (4.33 x 1.86 x 0.57 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-R80L-Granite-II.jpg,Li-Ion 800 mAh battery,"Secondary 1"" display on the back",verykool R80L Granite II,,"SMS, MMS",microSDHC (dedicated slot),verykool,,Yes,Up to 240 h,,,,,No,,"2014, January. Released 2014, January",,No,GSM,Yes,Mini-SIM,MP3/WAV/MP4 playerPredictive text input,GSM 850 / 900 / 1800 / 1900,,Yes,No,,,,No,,,,TFT,No,,Up to 3 h,No,Yes,,"2.4 inches, 17.8 cm2(~34.3% screen-to-body ratio)",2 MP,Scratch-resistant glass,,"2.1, A2DP, EDR",FM radio,2.0,Discontinued,,,,Black,,Yes,73.7 g (2.57 oz),"240 x 320 pixels, 4:3 ratio (~167 ppi density)"
Flashlight,116 x 51 x 11.8 mm (4.57 x 2.01 x 0.46 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i240-rutti.jpg,"Li-Ion 800 mAh, removable",No,verykool i240,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 144 h,,,,,Analog TVMP3 player,,"2014, January. Released 2014, January",108 MHz,No,GSM,Yes,Dual SIM,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,,,,No,,,,TFT,No,,Up to 4 h,No,Yes,,"2.4 inches, 17.8 cm2(~30.2% screen-to-body ratio)",VGA,,,"2.1, EDR",FM radio; built-in antenna,microUSB,Discontinued,"4MB ROM, 4MB RAM",,,"White, Red, Blue",,Yes,85 g (3.00 oz),"240 x 320 pixels, 4:3 ratio (~167 ppi density)"
Flashlight,100 x 59 x 13 mm (3.94 x 2.32 x 0.51 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i603.jpg,"Li-Ion 650 mAh, removable",No,verykool i603,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 120 h,,,,,MP3 player,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,,No,QWERTY,,,No,,,,TFT,Yes,,Up to 3 h,No,Yes,,"2.0 inches, 12.6 cm2(~21.3% screen-to-body ratio)",VGA,,,3.0,FM radio,1.1,Discontinued,,,,"Black, Blue, Yellow, Red, Pink",,Yes,85 g (3.00 oz),176 x 220 pixels (~141 ppi density)
Flashlight,108.5 x 46.8 x 10.9 mm (4.27 x 1.84 x 0.43 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i128.jpg,"Li-Ion 500 mAh, removable",No,verykool i128,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 96 h,,,,,MP3 player,,2013. Released 2013,,No,GSM,Yes,Dual SIM,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,Yes,No,,,,No,,,,TFT,No,,Up to 4 h,No,Yes,,"1.77 inches, 9.9 cm2(~19.4% screen-to-body ratio)",VGA,,,2.1,FM radio,Proprietary,Discontinued,,,,"Blue, Red, Pink",,Yes,55 g (1.94 oz),128 x 160 pixels (~116 ppi density)
Flashlight,110 x 48.2 x 12.4 mm (4.33 x 1.90 x 0.49 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i133.jpg,"Li-Ion 600 mAh, removable",No,verykool i133,,"SMS, MMS",microSDHC (dedicated slot),verykool,"Yes, 384 kbps",,Up to 120 h,,,,,MP3 player,,2013. Released 2013,,No,GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,,,,No,,,,TFT,No,,Up to 3 h,No,Yes,HSDPA 850 / 1900,"1.8 inches, 10.2 cm2(~19.2% screen-to-body ratio)",VGA,,,2.1,FM radio,Proprietary,Discontinued,70MB,,,Black,,,85 g (3.00 oz),128 x 160 pixels (~114 ppi density)
,119 x 65 x 12 mm (4.69 x 2.56 x 0.47 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s400.jpg,"Li-Ion 1400 mAh, removable",,verykool s400,,,microSDHC (dedicated slot),verykool,HSPA 21.1/5.76 Mbps,,Up to 240 h (3G),,"Accelerometer, proximity",,,,PowerVR SGX544,"2013, September. Released 2013, September",Quad-core 1.2 GHz Cortex-A7,GPS,GSM / HSPA,Yes,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,,,,,VGA,TFT,,Mediatek MT6589 (28 nm),Up to 6 h (3G),"Wi-Fi 802.11 b/g, hotspot",,HSDPA 850 / 1900 / 2100,"4.0 inches, 45.5 cm2(~58.9% screen-to-body ratio)",5 MP,,,"3.0, A2DP",FM radio,microUSB 2.0,Discontinued,4GB,,Android 4.2.1 (Jelly Bean),"Black, White, Pink, Blue",,,120 g (4.23 oz),"480 x 800 pixels, 5:3 ratio (~233 ppi density)"
Flashlight,109 x 46 x 13.4 mm (4.29 x 1.81 x 0.53 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i127.jpg,"Li-Ion 500 mAh, removable",No,verykool i127,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 120 h,,,,,MP3 player,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,,,,No,,,,TFT,No,,Up to 3 h,No,Yes,,"1.77 inches, 9.9 cm2(~19.7% screen-to-body ratio)",VGA,,,3.0,FM radio,charging only,Discontinued,,,,"Blue, Red, Pink, Yellow, Green",,Yes,55 g (1.94 oz),128 x 160 pixels (~116 ppi density)
,137 x 71 x 10.5 mm (5.39 x 2.80 x 0.41 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s470.jpg,"Li-Ion 2000 mAh, removable",,verykool s470,,,microSDHC (dedicated slot),verykool,HSPA 42.2/11.5 Mbps,,Up to 300 h (3G),,"Accelerometer, proximity, compass",,,,PowerVR SGX544,"2013, September. Released 2013, September",Quad-core 1.2 GHz Cortex-A7,GPS,GSM / HSPA,Yes,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,1080p@30fps,No,,,"Dual-LED flash, panorama",,,,2 MP,IPS LCD,,Mediatek MT6589 (28 nm),Up to 10 h (3G),"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900,"4.7 inches, 60.9 cm2(~62.6% screen-to-body ratio)","8 MP, AF",,,"4.0, A2DP",FM radio,microUSB 2.0,Discontinued,1GB RAM,,Android 4.2.1 (Jelly Bean),"Black, White",,,150 g (5.29 oz),"720 x 1280 pixels, 16:9 ratio (~312 ppi density)"
No,89 x 44 x 16.4 mm (3.50 x 1.73 x 0.65 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i316.jpg,"Li-Ion 800 mAh, removable",MP3/H.263 playerOrganizerPredictive text input,verykool i316,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,,,,,,,,"2013, September. Released 2013, September",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),Yes,Yes,No,,,,No,,,,TFT,Yes,,,No,Yes,,"1.8 inches, 10.2 cm2(~26.0% screen-to-body ratio)",VGA,,,2.1,FM radio,Proprietary,Discontinued,,,,"Black, Blue, Red, Light green",,Yes,69 g (2.43 oz),128 x 160 pixels (~114 ppi density)
IP67 dust/water resistant (up to 1m for 30 min)Flashlight,144 x 75.6 x 12.1 mm (5.67 x 2.98 x 0.48 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-rs90.jpg,"Li-Ion 1800 mAh, removable",,verykool RS90,,,microSDHC (dedicated slot),verykool,HSPA 7.2/5.76 Mbps,,Up to 192 h,,"Accelerometer, proximity",,,,,2013. Released 2013,Dual-core 1.2 GHz,GPS,GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,,,LED flash,,,,VGA,IPS LCD,,,Up to 9 h,"Wi-Fi 802.11 b/g, hotspot",,HSDPA 850 / 1900,"4.5 inches, 55.8 cm2(~51.3% screen-to-body ratio)",5 MP,Corning Gorilla Glass,,2.1,FM radio,2.0,Discontinued,2GB,,Android 4.0 (Ice Cream Sandwich),Black,,,201 g (7.09 oz),"540 x 960 pixels, 16:9 ratio (~245 ppi density)"
Flashlight,111.4 x 44.4 x 14.6 mm (4.39 x 1.75 x 0.57 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i126.jpg,"Li-Ion 650 mAh, removable",No,verykool i126,,SMS,microSDHC (dedicated slot),verykool,,No,,,,,,Audio/video player,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Yes,No,,,,No,,,,TFT,No,,,No,Yes,,"1.8 inches, 10.2 cm2(~20.6% screen-to-body ratio)",VGA,,,3.0,FM radio,2.0,Discontinued,,,,"Black, Black/Green, Black/Red, Black/Blue",,No,64 g (2.26 oz),128 x 160 pixels (~114 ppi density)
IP67 dust/water resistant (up to 1m for 30 min)Flashlight,121.6 x 64.7 x 12.5 mm (4.79 x 2.55 x 0.49 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-rs75.jpg,"Li-Ion 1350 mAh, removable",,verykool RS75,,,microSDHC (dedicated slot),verykool,HSPA 7.2/5.76 Mbps,,Up to 120 h,,"Accelerometer, proximity",,,,,2013. Released 2013,1.0 GHz,GPS,GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,,,,,,,VGA,TFT,,,Up to 6 h,"Wi-Fi 802.11 b/g, hotspot",,HSDPA 850 / 1900,"3.5 inches, 36.5 cm2(~46.4% screen-to-body ratio)",3.15 MP,Scratch-resistant glass,,2.1,FM radio,2.0,Discontinued,,,Android 2.3 (Gingerbread),Black,,,120 g (4.23 oz),"320 x 480 pixels, 3:2 ratio (~165 ppi density)"
Flashlight,111 x 59 x 11 mm (4.37 x 2.32 x 0.43 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i607.jpg,"Li-Ion 700 mAh, removable",No,verykool i607,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,,Yes,Up to 192 h,,,,,Analog TVMP3/WAV player,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,No,QWERTY,,,Yes,,,,TFT,Yes,,Up to 4 h,Wi-Fi 802.11 b/g/n,Yes,,"2.2 inches, 15.2 cm2(~23.3% screen-to-body ratio)",2 MP,,,3.0,FM radio,Proprietary,Discontinued,,,,"Black, White/ various backs",,Yes,82 g (2.89 oz),176 x 220 pixels (~128 ppi density)
Flashlight,117.5 x 62.5 x 12.8 mm (4.63 x 2.46 x 0.50 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s732.jpg,"Li-Ion 1450 mAh, removable",No,verykool s732,,,microSDHC (dedicated slot),verykool,HSPA 7.2/0.384 Mbps,,Up to 240 h,,Accelerometer,,,,,2013. Released 2013,832 MHz,No,GSM / HSPA,Yes,Single SIM or Dual SIM (dual stand-by),,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,,,,,,TFT,,,Up to 6 h,"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900,"3.5 inches, 36.5 cm2(~49.7% screen-to-body ratio)",2 MP,,,"3.0, A2DP",FM radio,microUSB 2.0,Discontinued,,,Android 2.3.7 (Gingerbread),Black,,,120 g (4.23 oz),"320 x 480 pixels, 3:2 ratio (~165 ppi density)"
HSDPA 850 / 1700 / 1900 / 2100,152.3 x 80 x 11 mm (6.00 x 3.15 x 0.43 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s758.jpg,"Li-Ion 2350 mAh, removable",,verykool s758,,,microSDHC (dedicated slot),verykool,"Yes, 384 kbps",,,,"Accelerometer, proximity, compass",,,,PowerVR SGX531,2013. Released 2013,Dual-core 1.0 GHz Cotex-A9,GPS,GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,,,LED flash,,,,VGA,TFT,,Mediatek MT6577 (40 nm),,"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900 / 2100,"5.15 inches, 75.5 cm2(~62.0% screen-to-body ratio)",5 MP,,,"3.0, A2DP, EDR",Stereo FM radio,microUSB 2.0,Discontinued,,,Android 4.0 (Ice Cream Sandwich),"Black, White",,,212 g (7.48 oz),"480 x 800 pixels, 5:3 ratio (~181 ppi density)"
No,113 x 60 x 10.6 mm (4.45 x 2.36 x 0.42 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s350.jpg,"Li-Ion 1100 mAh, removable",,verykool s350,,,microSDHC (dedicated slot),verykool,,Yes,,,Accelerometer,,,,,2013. Released 2013,1.0 GHz,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,,,,,,,,TFT,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,"3.5 inches, 36.5 cm2(~53.8% screen-to-body ratio)",2 MP,,,"2.1, EDR",FM radio,1.1,Discontinued,,,Android 2.3 (Gingerbread),"Black, White",,Yes,100 g (3.53 oz),"320 x 480 pixels, 3:2 ratio (~165 ppi density)"
IP65 certified sealed all-weather designFlashlight,115 x 62.4 x 15.4 mm (4.53 x 2.46 x 0.61 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-r623.jpg,"Li-Ion 1050 mAh, removable",No,verykool R623,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,,Yes,,,,,,MP3/WAV/MP4 player,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,QWERTY,,,Yes,,,,TFT,Yes,,,No,Yes,,"2.3 inches, 16.4 cm2(~22.8% screen-to-body ratio)",2 MP,Scratch-resistant glass,,"2.1, EDR",FM radio,2.0,Discontinued,,,,Black,,Yes,112 g (3.95 oz),"320 x 240 pixels, 4:3 ratio (~174 ppi density)"
Flashlight,100 x 55 x 12.4 mm (3.94 x 2.17 x 0.49 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i601.jpg,"Li-Ion 550 mAh, removable",No,verykool i601,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 120 h,,,,,MP3/WAV player,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,No,QWERTY,,,,,,,TFT,Yes,,Up to 3 h,No,Yes,,"2.0 inches, 12.6 cm2(~22.9% screen-to-body ratio)",VGA,,,"2.1, EDR",FM radio,1.1,Discontinued,,,,"Black, Blue, Red, Lime",,Yes,85 g (3.00 oz),176 x 220 pixels (~141 ppi density)
Flashlight,109 x 44 x 13 mm (4.29 x 1.73 x 0.51 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i121c.jpg,"Li-Ion 650 mAh, removable",No,verykool i121C,,SMS,microSDHC (dedicated slot),verykool,,No,,,,,,MP3 player,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,No,No,,,,No,,,,TFT,No,,,No,Yes,,"1.77 inches, 9.9 cm2(~20.6% screen-to-body ratio)",VGA,,,2.0,FM radio,miniUSB,Discontinued,,,,"Black, Dark blue, Light blue, Lime, Green, Yellow, Red",,Yes,65 g (2.29 oz),128 x 160 pixels (~116 ppi density)
Flashlight,109 x 44 x 13 mm (4.29 x 1.73 x 0.51 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i121.jpg,"Li-Ion 650 mAh, removable",No,verykool i121,,SMS,microSDHC (dedicated slot),verykool,,No,,,,,,MP3 player,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,No,,,,No,,,,TFT,No,,,No,Yes,,"1.77 inches, 9.9 cm2(~20.6% screen-to-body ratio)",,,,2.0,FM radio,miniUSB,Discontinued,,,,"Black, Dark blue, Light blue, Lime, Green, Yellow, Red",,Yes,65 g (2.29 oz),128 x 160 pixels (~116 ppi density)
IP65 certified sealed all-weather designFlashlight,111.4 x 51.5 x 15.6 mm (4.39 x 2.03 x 0.61 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-r25.jpg,"Li-Ion 1050 mAh, removable",No,verykool R25,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,,Yes,Up to 240 h,,,,,MP3/WAV/MP4 playerPredictive text input,,2013. Released 2013,,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Yes,No,,,,Yes,,,,TFT,Yes,,Up to 3 h,No,Yes,,"2.2 inches, 15.2 cm2(~26.6% screen-to-body ratio)",2 MP,Scratch-resistant glass,,"2.1, A2DP, EDR",FM radio,2.0,Discontinued,,,,Black,,Yes,110 g (3.88 oz),176 x 220 pixels (~128 ppi density)
,118.5 x 61 x 10.8 mm (4.67 x 2.40 x 0.43 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s375.jpg,"Li-Ion 1350 mAh, removable",,verykool s735,,,microSDHC (dedicated slot),verykool,HSPA,,,,"Accelerometer, proximity",,,,,2012,1.0 GHz,GPS,GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),Yes,Yes,No,,,,,,,VGA,TFT,,,,"Wi-Fi 802.11 b/g, hotspot",,HSDPA 850 / 1900,"3.5 inches, 36.5 cm2(~50.5% screen-to-body ratio)",3.15 MP,,,"2.1, A2DP",FM radio,microUSB 2.0,Discontinued,,,Android 2.3.6 (Gingerbread),Black,,,121 g (4.27 oz),"320 x 480 pixels, 3:2 ratio (~165 ppi density)"
No,108 x 45 x 12.3 mm (4.25 x 1.77 x 0.48 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s135.jpg,"Li-Ion 1000 mAh, removable",MP3 playerOrganizerPredictive text input,verykool s135,,"SMS, MMS, Email, IM",microSDHC (dedicated slot),verykool,HSPA 7.2/5.76 Mbps,,Up to 192 h,,,,,,,"2012, November. Released 2012, November",,No,GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,Yes,No,,,,Yes,,,,TFT,Yes,,Up to 4 h,"Wi-Fi 802.11 b/g, hotspot",Yes,HSDPA 850 / 1900,"1.8 inches, 10.2 cm2(~21.0% screen-to-body ratio)",1.3 MP,,,"2.1, A2DP",FM radio,2.0,Discontinued,,,,Black,,,80 g (2.82 oz),176 x 220 pixels (~157 ppi density)
Secondary external display,96 x 48 x 17 mm (3.78 x 1.89 x 0.67 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i320.jpg,"Li-Ion 800 mAh, removable",No,verykool i320,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,,No,Up to 168 h,,,,,MP3/H.263 playerOrganizerPredictive text input,,"2012, November. Released 2012, November",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),Yes,Yes,No,,,,No,,,,TFT,Yes,,Up to 4 h,No,Yes,,"2.2 inches, 15.0 cm2(~32.5% screen-to-body ratio)",1.3 MP,,,2.1,FM radio,Proprietary,Discontinued,,,,"Black, White, Blue",,Yes,85 g (3.00 oz),"240 x 320 pixels, 4:3 ratio (~182 ppi density)"
Dedicated music keys,80 x 38 x 22 mm (3.15 x 1.50 x 0.87 in),300 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i315n.jpg,"Li-Ion, removable",No,verykool i315N,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 96 h,,,,,MP3/MP4/3GP playerOrganizerVoice memoUnit & currency converterPredictive text input,,"2012, October. Released 2012, October",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),Yes,No,No,,,,Yes,,,,TFT,Yes,,Up to 2 h 30 min,No,Yes,,"1.44 inches, 6.7 cm2(~22.0% screen-to-body ratio)",VGA,,,"2.1, A2DP",FM radio,Proprietary,Discontinued,,,,"Red, Black, Blue",,Yes,70 g (2.47 oz),"128 x 128 pixels, 1:1 ratio (~126 ppi density)"
