Unnamed: 0,Battery (new),Camera,3.5mm jack,Audio quality,EDGE,Video,Status,Single,Infrared port,Models,_6,128GB 6GB RAM,OS,Triple,SAR,Dual,Performance,64GB 4GB RAM,2G bands,Size,_2,Loudspeaker_1,SAR EU,Type,Dimensions,Bluetooth,128GB 8GB RAM,_5,4G bands,Music play,_4,USB,Talk time,Loudspeaker,Radio,512GB 16GB RAM,Video_1,Model Name,Technology,128GB 4GB RAM,Display,Speed,512GB 12GB RAM,5G bands,Model Image,Chipset,SIM,Sensors,Features_1,3G bands,Single_1,Quad,Type_1,Charging,Weight,Stand-by,GPRS,Positioning,Battery (old),256GB 8GB RAM,_1,256GB 12GB RAM,NFC,Brand,1TB 16GB RAM,_7,Build,Resolution,WLAN,Price,Colors,GPU,Internal,Card slot,CPU,Announced,Features,Protection,_3,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc,
"IP5X (dust), IPX4 (water) resistance",,,Yes,,,1080p@30fps,"Available. Released 2022, November 17","8 MP, f/2.0, (wide)",,,,,"Android 12, Funtouch 12","50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,,,GSM 850 / 900 / 1800 / 1900,"6.55 inches, 103.1 cm2(~82.4% screen-to-body ratio)",,,0.98 W/kg (head)     1.17 W/kg (body),"IPS LCD, 90Hz",164.3 x 76.1 x 8.4 mm (6.47 x 3.00 x 0.33 in),"5.0, A2DP, LE",,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y22s (Europe),GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y22s-eu.jpg,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,5000 mAh,"18W wired, 70% in 70 minReverse wired",192 g (6.77 oz),,,"GPS, GALILEO, GLONASS, BDS, QZSS",,,,,Yes,vivo,,,"Glass front, plastic frame, plastic back","720 x 1612 pixels, 20:9 ratio (~270 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 250 EUR,"Summer Cyan, Starlit Blue",Adreno 610,128GB 6GB RAM,microSDXC (dedicated slot),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),"2022, November 17",Dual LED flash,,,,,,,,,,,,,,,,
"IP5X (dust), IPX4 (water) resistance",,,Yes,,,1080p@30fps,"Available. Released 2022, August 23","8 MP, f/2.0, (wide)",,V2206,,,"Android 12, upgradable to Android 13, Funtouch 13",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.55 inches, 103.1 cm2(~82.4% screen-to-body ratio)",,,,"IPS LCD, 90Hz",164.3 x 76.1 x 8.4 mm (6.47 x 3.00 x 0.33 in),"5.0, A2DP, LE",,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y22s,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y22s.jpg,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,"18W wired, 70% in 70 minReverse wired",192 g (6.77 oz),,,"GPS, GLONASS, GALILEO, BDS",,,,,Yes (market/region dependent),vivo,,,"Glass front, plastic frame, plastic back","720 x 1612 pixels, 20:9 ratio (~270 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 250 EUR,"Dark Blue, Yellow Green",Adreno 610,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",microSDXC (dedicated slot),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),"2022, August 23",Dual LED flash,,,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,1080p@30fps,Cancelled,"8 MP, f/2.0, (wide)",,V2166BA,,,"Android 12, OriginOS Ocean",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.58 inches, 104.3 cm2(~83.9% screen-to-body ratio)",UFS 2.2,,,IPS LCD,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),"5.1, A2DP, LE, aptX HD",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo Y77e (t1),GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y77e.jpg,Mediatek Dimensity 810 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,18W wired,194 g (6.84 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 260 EUR,"Black, Blue gradient, Pink",Mali-G57 MC2,256GB 8GB RAM,microSDXC (uses shared SIM slot),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2022, August 19","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
Color changing back panel color,,Photo/Video,No,,,"4K@30fps, 1080p@30fps","Available. Released 2022, August 25","32 MP, f/2.5, (wide), 1/2.8"", 0.8µm, AF",,V2158,,,"Android 12, Funtouch 12","64 MP, f/1.9, 25mm (wide), 1/1.72"", 0.8µm, PDAF, OIS8 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)",1.19 W/kg (head)     0.88 W/kg (body),,AnTuTu: 704090 (v9)GeekBench: 2521 (v5.1)GFXBench: 42fps (ES 3.1 onscreen),,GSM 850 / 900 / 1800 / 1900,"6.56 inches, 104.6 cm2(~89.6% screen-to-body ratio)",24-bit/192kHz Hi-Res audio,-27.3 LUFS (Good),,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)",158.9 x 73.5 x 8.6 mm (6.26 x 2.89 x 0.34 in),"5.2, A2DP, LE","₹ 18,499",,"1, 2, 3, 4, 5, 8, 18, 19, 26, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo V25 Pro,GSM / HSPA / LTE / 5G,,805 nits max brightness (measured),"HSPA, LTE, 5G",,"1, 3, 5, 8, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-v25-pro.jpg,Mediatek Dimensity 1300 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,4830 mAh,"66W wired, 40% in 15 min, 71% in 30 min",190 g (6.70 oz),,,"GPS, GLONASS, BDS, GALILEO, QZSS, NavIC",Endurance rating 101h,,UFS 3.1,,No,vivo,,,"Glass front, glass back",1080 x 2376 pixels (~398 ppi density),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","₹ 18,499","Pure Black, Sailing Blue",Mali-G77 MC9,"128GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),"2022, August 17","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
Color changing back panel color,,Photo/Video,No,,,"4K@30fps, 1080p@30fps","Available. Released 2022, September 21","50 MP, f/2.0, (wide), AF",,V2202,,,"Android 12, Funtouch 12","64 MP, f/1.8, (wide), 0.7µm, PDAF, OIS8 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)",0.94 W/kg (head)     1.24 W/kg (body),,AnTuTu: 461428 (v9)GeekBench: 2023 (v5.1)GFXBench: 21fps (ES 3.1 onscreen),,GSM 850 / 900 / 1800 / 1900,"6.44 inches, 100.0 cm2(~84.7% screen-to-body ratio)",,-28.3 LUFS (Average),,"AMOLED, 90Hz, HDR10+, 1300 nits (peak)",159.2 x 74.2 x 7.8 mm (6.27 x 2.92 x 0.31 in),"5.2, A2DP, LE","₹ 15,999",,"1, 3, 5, 8, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,"4K@30fps, 1080p@30fps, HDR",vivo V25,GSM / HSPA / LTE / 5G,,781 nits max brightness (measured),"HSPA, LTE, 5G",,"1, 3, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-v25-.jpg,Mediatek Dimensity 900 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1900 / 2100,,,4500 mAh,"44W wired, 61% in 30 min",186 g (6.56 oz),,,"GPS, GLONASS, BDS, GALILEO, QZSS, NavIC",Endurance rating 120h,,24-bit/192kHz Hi-Res audio,,Yes (market/region dependent),vivo,,,"Glass front, glass back","1080 x 2404 pixels, 20:9 ratio (~409 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","₹ 15,999","Elegant Black, Sunrise Gold, Surfing Blue",Mali-G68 MC4,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",microSDXC (uses shared SIM slot),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),"2022, August 17","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
"IP5X (dust), IPX4 (water) resistance",,,Yes,,,1080p@30fps,"Available. Released 2022, August 15","16 MP, f/2.0, (wide)",,,,,"Android 11, Funtouch 12","50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,,,GSM 850 / 900 / 1800 / 1900,"6.58 inches, 104.3 cm2(~83.4% screen-to-body ratio)",,,,"IPS LCD, 90Hz, 550 nits (HBM)",164.3 x 76.1 x 8.3 mm (6.47 x 3.00 x 0.33 in),"5.0, A2DP, LE","₹ 16,990",,"1, 3, 5, 8, 40",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y35,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y35-2022.jpg,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, gyro, compass",HDR,HSDPA 850 / 900 / 2100,,,5000 mAh,"44W wired, 70% in 34 minReverse wired",188 g (6.63 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,24-bit/192kHz Hi-Res audio,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","₹ 16,990","Dawn Gold, Agate Black",Adreno 610,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",microSDXC (dedicated slot),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),"2022, August 15",LED flash,,,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,1080p@30fps,"Available. Released 2022, August 12","8 MP, f/2.0, (wide)",,V2166BA,,,"Android 12, OriginOS Ocean",,,"13 MP, f/2.2, (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.58 inches, 104.3 cm2(~83.9% screen-to-body ratio)",UFS 2.2,,,IPS LCD,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),"5.1, A2DP, LE, aptX HD",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo Y77e,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y77e.jpg,Mediatek Dimensity 810 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,18W wired,194 g (6.84 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 250 EUR,"Black, Blue gradient, Pink",Mali-G57 MC2,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",microSDXC (uses shared SIM slot),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2022, August 12","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2022, August 22","8 MP, f/2.0, AF",,V2203,,,"Android 12, Funtouch 12",,,,,,GSM 850 / 900 / 1800 / 1900,"6.51 inches, 102.3 cm2(~82.1% screen-to-body ratio)",,,,IPS LCD,164 x 76 x 8.2 mm (6.46 x 2.99 x 0.32 in),"5.0, A2DP, LE",,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,USB Type-C 2.0; OTG,,Yes,FM radio,,,vivo Y02s,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y02s.jpg,Mediatek MT6765 Helio P35 (12 nm),Nano-SIM + Nano-SIM,"Accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,"5 MP, f/2.2",,5000 mAh,10W wired,182 g (6.42 oz),,,"GPS, GLONASS, BDS, GALILEO",,,,,No,vivo,,,"Glass front, plastic back, plastic frame","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 100 EUR,"Vibrant Blue, Fluorite Black",PowerVR GE8320,"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM",microSDXC (dedicated slot),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"2022, August 01",LED flash,,,,,,,,,,,,,,,,
Dust and dripping water resistant,,Photo/Video,No,,,"4K@30/60fps, 1080p@30/60fps, gyro-EIS","Available. Released 2022, August 02","16 MP, f/2.5, (wide)",Yes,,,,"Android 12, upgradable to Android 14, Funtouch 14","50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS12 MP, f/2.0, 47mm (telephoto), PDAF, 2x optical zoom13 MP, f/2.2, 16mm, 120˚ (ultrawide), AF",,,AnTuTu: 1045901 (v9)GeekBench: 4059 (v5.1)GFXBench: 103fps (ES 3.1 onscreen),,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~87.4% screen-to-body ratio)",24-bit/192kHz Hi-Res audio,-28.8 LUFS (Average),,"AMOLED, 1B colors, 120Hz, HDR10+, 1500 nits (peak)",165 x 77 x 8 mm (6.50 x 3.03 x 0.31 in),"5.2, A2DP, LE, aptX HD, aptX Adaptive",,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",FM radio,,"1080p@30fps, gyro-EIS",vivo iQOO 9T,GSM / HSPA / LTE / 5G,,1033 nits max brightness (measured),"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 40, 41, 77, 78",https://fdn2.gsmarena.com/vv/bigpic/vivo-iqoo-9t-5g.jpg,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 800 / 850 / 900 / 1700 / 1800 / 1900 / 2100,,,4700 mAh,"120W wired, 50% in 8 min, 100% in 19 min",206 g (7.27 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",Endurance rating 117h,,UFS 3.1,,Yes,vivo,,,"Glass front (Gorilla Glass 5), aluminum frame, glass back","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 600 EUR,"Alpha, Legend (BMW M branding)",Adreno 730,"128GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),"2022, August 02","Dual-LED dual-tone flash, HDR, panorama",Corning Gorilla Glass 5,,,,,,,,,,,,,,,
,,,Yes,,,1080p@30fps,"Available. Released 2022, July 25","8 MP, f/2.0, (wide)",,V2160,,,Android 12,,,"50 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.51 inches, 102.3 cm2(~82.2% screen-to-body ratio)",,,,IPS LCD,164 x 75.9 x 8.3 mm (6.46 x 2.99 x 0.33 in),"5.1, A2DP, LE",,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,"USB Type-C, OTG",,Yes,FM radio,,1080p@30fps,vivo Y30 5G,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 28, 40, 41, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y33e.jpg,Mediatek Dimensity 700 (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,5000 mAh,10W wired,193 g (6.81 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,,,No,vivo,,,"Glass front, plastic frame, plastic back","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 230 EUR,"Black, Blue",Mali-G57 MC2,128GB 6GB RAM,microSDXC (uses shared SIM slot),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2022, July 25","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
UFS 2.2,,,Yes,,,1080p@30fps,"Available. Released 2022, July 27","8 MP, f/1.8, (wide)",,V2143,,,"Android, Funtouch 12",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.58 inches, 104.3 cm2(~83.4% screen-to-body ratio)",,,,"IPS LCD, 90Hz",164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),"5.0, A2DP, LE",,,"1, 3, 5, 8, 38, 40, 41",,,"USB Type-C, OTG",,Yes,FM radio,,1080p@30fps,vivo T1x (India),GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-t1x-india.jpg,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,18W wired,182 g (6.42 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",About 150 EUR,"Gravity Black, Space Blue",Adreno 610,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",microSDXC (dedicated slot),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),"2022, July 20","LED flash, HDR",,,,,,,,,,,,,,,,
CDMA 800,,,No,,,"8K@30fps, 4K@24/30/60fps, 1080p@30/60fps, gyro-EIS","Available. Released 2022, July 25","16 MP, f/2.5, (wide), 1/3.1"", 1.0µm",Yes,V2218A,,,"Android 12, Funtouch 12 (International), OriginOS Ocean (China)","50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, gimbal OIS14.6 MP, f/2.2, 69mm (telephoto), PDAF, OIS, 3x optical zoom50 MP, f/2.3, 15mm, 150˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~89.1% screen-to-body ratio)",UFS 3.1 (V6),,,"LTPO3 AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 1000 nits (HBM), 1500 nits (peak)",164.9 x 75.5 x 9.5 mm (6.49 x 2.97 x 0.37 in),"5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless",,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 66",,,"USB Type-C 2.0, OTG",,"Yes, with dual speakers",No,,"1080p@30fps, gyro-EIS",vivo iQOO 10 Pro,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 77, 78, 79 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-iqoo10-pro.jpg,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,4700 mAh,"200W wired, PD3.0, 100% in 10 min50W wireless10W reverse wireless",215.4 g or 216.2 g (7.58 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,Yes,vivo,,,,"1440 x 3200 pixels, 20:9 ratio (~518 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 870 EUR,"Black, White (BMW M branding)",Adreno 730,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",No,Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),"2022, July 19","Dual-LED lash, HDR, panorama",,32-bit/384kHz Hi-Res audioSnapdragon Sound,,,,,,,,,,,,,,
CDMA 800,,,No,,,"4K@30fps, 1080p@30fps, gyro-EIS","Available. Released 2022, July 25","16 MP, f/2.5, (wide)",,V2217A,,,"Android 12, OriginOS Ocean","50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS12 MP, f/2.0, 47mm (telephoto), 1/2.9"", PDAF, 2x optical zoom13 MP, f/2.2, 16mm, 120˚ (ultrawide)",,,,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~87.5% screen-to-body ratio)",UFS 3.1,,,"AMOLED, 120Hz, HDR, 1500 nits (peak)",164.5 x 77.1 x 8.4 mm (6.48 x 3.04 x 0.33 in),"5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless",,,"1, 3, 4, 5, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41, 66",,,"USB Type-C 2.0, OTG",,"Yes, with dual speakers",No,,"1080p@30fps, gyro-EIS",vivo iQOO 10,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-iqoo10.jpg,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,4700 mAh,"120W wired, PD3.0, 50% in 7 min, 100% in 19 min",206 g (7.27 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,Yes,vivo,,,,"1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 580 EUR,"White (BMW M branding), Orange, Black",Adreno 730,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM",No,Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),"2022, July 19","Dual-LED dual-tone flash, HDR, panorama",,24-bit/192kHz Hi-Res audioSnapdragon Sound,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,1080p@30fps,"Available. Released 2022, July 11","8 MP, f/2.0, (wide)",,V2219A,,,"Android 12, OriginOS Ocean",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.64 inches, 106.8 cm2(~85.8% screen-to-body ratio)",UFS 2.2,,,"IPS LCD, 120Hz",164.2 x 75.8 x 8.6 mm (6.46 x 2.98 x 0.34 in),"5.3, A2DP, LE, aptX HD",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo Y77 (China),GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y77-5g-china.jpg,Mediatek Dimensity 930 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,4500 mAh,80W wired,194 g (6.84 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,No,vivo,,,"Glass front, plastic frame, plastic back",1080 x 2388 pixels (~395 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 300 EUR,"Black, Silver, Blue",IMG BXM-8-256,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),"2022, July 08","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
